,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.66,0.6,0.51,0.68,0.58,0.25,0.5,0.59,0.44,0.48,0.68,0.27,0.6,0.96,0.84,0.6,0.66
dynalloy.csv,0.51,0.46,0.95,0.13,0.4,0.13,0.59,0.68,0.15,0.21,0.28,0.17,0.46,0.4,0.51,0.2,0.45
enzo.csv,0.6,0.66,0.5,0.51,0.22,0.72,0.67,0.72,0.36,0.56,0.63,0.97,0.13,0.48,0.21,0.64,0.63
hydrogen.csv,0.47,0.39,0.1,0.49,0.23,0.0,0.13,0.95,0.11,0.0,0.57,0.09,0.11,0.31,0.59,0.33,0.53
jcae.csv,0.1,0.28,0.1,1.0,0.0,0.0,0.06,0.43,0.04,0.0,0.0,0.0,0.22,0.13,0.21,0.13,0.35
kmatplot.csv,0.1,0.86,0.23,0.37,0.15,0.0,0.26,0.23,0.11,0.31,0.54,0.47,0.0,0.27,0.17,0.35,0.42
lphant.csv,0.69,0.72,0.48,0.6,0.45,0.42,0.67,0.76,0.28,0.65,0.62,0.65,1.0,0.6,0.78,0.68,0.64
natpad.csv,0.37,0.67,0.57,0.58,0.41,0.44,0.57,0.68,0.62,0.56,0.48,0.4,0.57,0.36,0.76,0.48,0.98
nosleepsoftware.csv,0.53,0.46,0.12,0.84,0.95,0.06,0.2,0.6,0.14,0.0,0.55,0.28,0.11,0.37,0.68,0.52,0.53
ossbuild.csv,0.2,0.39,0.2,0.49,0.15,0.19,0.42,0.29,0.95,0.41,0.2,0.28,0.5,0.49,0.35,0.16,0.32
quarkplayer.csv,0.1,0.12,0.05,0.13,0.29,0.0,0.06,0.43,0.0,0.93,0.02,0.19,0.31,0.19,0.31,0.11,0.19
quickfast.csv,0.49,0.49,0.52,0.5,0.47,0.57,0.46,0.52,0.27,0.53,0.59,0.79,0.29,0.59,0.42,0.98,0.61
rezilla.csv,0.67,0.53,0.5,0.37,0.42,1.0,0.51,0.46,0.34,0.57,0.56,0.3,0.43,0.57,0.36,0.5,0.6
rhex.csv,0.86,0.46,0.46,0.37,0.29,0.0,0.31,0.43,0.0,0.11,0.09,0.06,0.06,0.4,0.41,0.11,0.19
rocrail.csv,0.29,0.43,0.15,0.26,0.07,0.06,0.13,0.49,0.0,0.11,0.41,0.09,0.32,0.09,0.96,0.05,0.35
virtuoso.csv,0.0,0.56,0.4,0.52,0.22,0.4,0.66,0.58,0.33,0.46,0.96,0.36,0.58,0.58,0.8,0.35,0.32
yield.csv,0.7,0.74,0.64,0.31,0.64,0.19,0.97,0.76,0.32,0.66,0.62,0.8,0.66,0.74,0.8,0.73,0.66
