,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.59,0.48,1.0,0.56,0.21,0.46,0.56,0.44,0.45,0.69,0.24,0.59,0.95,0.91,0.57,0.67
dynalloy.csv,0.5,0.41,0.94,0.11,0.38,0.11,0.57,0.69,0.12,0.18,0.24,0.14,0.41,0.36,0.5,0.17,0.4
enzo.csv,0.83,0.83,0.88,0.89,0.62,0.84,0.71,0.88,0.38,0.64,0.9,1.0,0.95,0.89,1.0,0.87,0.81
hydrogen.csv,0.42,0.34,0.08,0.44,0.19,0.0,0.11,0.94,0.09,0.0,0.55,0.07,0.09,0.27,0.55,0.28,0.49
jcae.csv,0.08,0.24,0.08,1.0,0.0,0.0,0.05,0.38,0.03,0.0,0.0,0.0,0.18,0.11,0.18,0.11,0.3
kmatplot.csv,0.08,0.83,0.19,0.33,0.12,0.0,0.22,0.19,0.09,0.27,0.5,0.42,0.0,0.23,0.14,0.3,0.37
lphant.csv,0.75,0.76,0.58,1.0,0.75,0.37,0.78,0.81,0.25,0.73,0.67,0.81,1.0,0.64,0.95,0.68,0.63
natpad.csv,0.33,0.66,0.62,0.56,0.38,0.68,0.67,0.75,0.66,0.55,0.52,0.45,0.55,0.32,0.86,0.47,0.98
nosleepsoftware.csv,0.5,0.41,0.1,0.89,0.94,0.05,0.17,0.56,0.12,0.0,0.52,0.24,0.09,0.32,0.77,0.47,0.49
ossbuild.csv,0.17,0.34,0.17,0.44,0.12,0.16,0.38,0.25,0.94,0.36,0.17,0.25,0.5,0.48,0.32,0.13,0.28
quarkplayer.csv,0.08,0.1,0.04,0.11,0.25,0.0,0.05,0.38,0.0,0.91,0.02,0.16,0.27,0.16,0.27,0.09,0.16
quickfast.csv,0.5,0.52,0.54,0.67,0.44,0.58,0.43,0.5,0.25,0.55,0.67,0.8,0.27,0.61,0.41,0.98,0.58
rezilla.csv,0.83,0.55,0.85,0.44,0.94,1.0,0.7,0.44,0.31,0.55,0.71,0.26,0.59,0.61,1.0,0.53,0.6
rhex.csv,0.83,0.41,0.44,0.33,0.25,0.0,0.27,0.38,0.0,0.09,0.07,0.05,0.05,0.36,0.36,0.09,0.16
rocrail.csv,0.25,0.38,0.12,0.22,0.06,0.05,0.11,0.44,0.0,0.09,0.36,0.07,0.27,0.07,0.95,0.04,0.3
virtuoso.csv,0.0,0.59,0.75,0.67,0.19,0.47,0.73,0.56,1.0,0.45,0.95,0.33,0.59,0.75,0.86,0.32,0.86
yield.csv,0.75,0.83,0.71,0.78,0.69,0.16,0.97,0.81,0.31,0.73,0.71,0.85,0.77,0.84,0.91,0.77,0.7
