,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.0,0.0,75.0,3.0,1.0,1.0,5.0,61.0,5.0,6.0,1.0
libtorrent.csv,0.0,0.0,12.0,0.0,1.0,0.0,3.0,22.0,1.0,4.0,1.0
mcmc-jags.csv,0.0,0.0,46.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0
natpad.csv,0.0,0.0,83.0,3.0,1.0,1.0,2.0,9.0,1.0,5.0,0.0
nebuladevice.csv,0.0,0.0,584.0,0.0,0.0,1.0,4.0,21.0,1.0,5.0,0.0
olap-navigator.csv,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0,0.0
pidgin.csv,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0
salasaga.csv,2.0,0.0,56.0,4.0,5.0,1.0,2.0,0.0,2.0,4.0,0.0
sepgsql.csv,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0
xstore.csv,0.0,3.0,54.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0
xtreemfs.csv,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
