,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.33,0.6,0.64,0.9,0.67,0.77,0.7,0.83,0.69,0.86,0.68,0.83,0.86,0.94,0.88,0.9,0.88,0.9,0.71
delphilhlplib.csv,0.31,0.66,0.42,0.69,0.45,0.5,0.52,0.57,0.48,0.53,0.82,0.57,0.78,0.67,0.43,0.67,0.4,0.97,0.41
exordium.csv,0.34,0.86,0.53,0.55,0.61,0.44,0.5,0.43,0.31,0.55,0.67,0.59,0.58,0.59,0.4,0.63,0.53,0.92,0.4
fltk.csv,0.33,1.0,0.64,0.52,0.5,0.51,0.6,0.53,0.36,0.61,0.47,0.74,0.96,0.61,0.39,0.44,0.39,0.86,0.52
genoviz.csv,0.73,0.99,0.5,0.93,0.75,0.65,0.86,0.75,0.88,0.96,0.75,0.75,0.5,0.89,0.7,0.92,0.78,0.94,0.78
gzigzag.csv,0.34,0.99,0.77,0.97,0.81,0.56,0.98,0.67,0.64,0.94,0.79,0.93,0.97,0.89,0.75,0.9,0.77,0.93,0.35
irrlicht.csv,0.33,0.0,0.38,0.42,0.41,0.39,0.36,0.34,0.32,0.52,0.43,0.38,0.49,0.43,0.37,0.41,0.38,0.49,0.32
kmess.csv,0.9,0.91,0.0,0.53,0.54,0.86,0.83,0.5,0.33,0.58,0.0,0.42,0.98,0.93,0.38,0.45,0.56,0.0,0.65
moast.csv,0.9,0.45,0.68,0.98,0.92,0.38,0.69,0.68,0.32,0.92,0.43,0.97,0.98,0.79,0.91,0.41,0.44,0.49,0.36
mptvseries.csv,0.35,0.4,0.0,0.55,0.47,0.84,0.97,0.48,0.41,0.57,0.44,0.94,0.96,0.87,0.43,0.53,0.0,0.81,0.42
nativeclient.csv,0.67,0.49,0.38,0.55,0.44,0.42,0.55,0.43,0.3,0.47,0.44,0.35,0.54,0.49,0.35,0.4,0.39,0.57,0.39
openfrag.csv,0.32,0.44,0.39,0.43,0.5,0.46,0.42,0.47,0.31,0.48,0.48,0.48,0.66,0.5,0.41,0.41,0.4,0.68,0.35
phet.csv,0.86,0.69,0.83,0.98,0.77,0.8,0.89,0.57,0.93,0.73,0.95,0.45,0.51,0.66,0.74,0.76,0.96,0.68,0.92
qdvdauthor.csv,0.7,0.58,0.57,0.49,0.52,0.63,0.53,0.5,0.43,0.62,0.43,0.62,0.99,0.53,0.44,0.5,0.46,0.55,0.91
qse.csv,0.36,0.99,0.59,0.46,0.55,0.46,0.53,0.53,0.31,0.54,0.52,0.39,0.63,0.54,0.46,0.4,0.39,0.96,0.36
sauerbraten.csv,0.42,0.45,0.53,0.43,0.43,0.47,0.4,0.35,0.31,0.47,0.43,0.38,0.52,0.43,0.39,0.41,0.4,0.49,0.38
toped.csv,0.35,0.63,0.52,0.45,0.49,0.43,0.45,0.43,0.4,0.59,0.44,0.94,0.96,0.66,0.49,0.53,0.43,0.6,0.34
truevision.csv,0.35,0.0,0.52,0.5,0.45,0.79,0.47,0.45,0.37,0.51,0.0,0.5,0.73,0.46,0.39,0.47,0.39,0.95,0.8
zoolib.csv,0.33,0.99,0.53,0.68,0.5,0.47,0.67,0.73,0.36,0.64,0.79,0.58,0.92,0.89,0.5,0.44,0.39,0.95,0.44
