,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.75,0.89,0.54,0.6,0.84,0.0,0.9,0.92,0.73,0.71,0.84,0.71,0.86,0.81,0.75,0.69,1.1,1.01
boost-sandbox.csv,0.65,0.48,0.76,0.71,0.56,1.0,0.59,0.44,0.89,0.03,0.83,1.0,1.0,0.98,0.23,0.61,0.66,1.14
clamav.csv,0.54,0.93,0.84,0.71,0.52,0.6,0.59,0.46,0.67,0.64,0.87,0.6,0.05,0.54,0.68,0.98,0.52,0.57
co-ode-owl-plugins.csv,0.71,0.69,0.98,0.62,0.67,0.83,0.49,0.02,1.0,0.84,0.8,0.66,0.76,0.69,0.98,0.49,0.84,0.68
etherboot.csv,0.92,0.6,0.51,0.64,0.51,0.53,0.66,0.95,0.05,0.59,0.9,0.88,0.74,0.63,0.23,0.61,0.88,0.66
freebios.csv,0.65,0.77,0.66,0.82,0.65,0.89,0.42,1.0,0.63,0.82,0.82,0.07,0.79,0.73,0.65,0.88,0.39,0.68
frogatto.csv,0.77,0.55,0.92,0.54,0.48,0.57,0.72,0.79,0.82,0.62,0.85,0.79,0.68,0.67,0.91,0.04,0.78,1.01
glelite.csv,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0
jasperreports.csv,1.02,0.94,1.0,1.0,0.91,0.98,1.0,0.9,0.84,0.96,0.69,0.9,0.95,0.93,0.12,0.85,1.0,1.0
konversation.csv,1.03,0.59,0.57,0.84,0.71,0.83,0.0,0.69,0.71,0.87,0.65,0.8,0.83,0.77,0.64,0.79,0.87,1.07
miranda-icq.csv,0.82,0.79,0.84,0.72,0.69,0.78,0.93,0.54,0.75,0.76,0.85,0.71,0.57,0.08,0.4,0.81,0.8,0.98
olap-navigator.csv,0.89,0.0,0.51,0.68,0.8,0.54,0.66,1.01,0.66,0.88,0.69,0.87,0.63,0.69,0.44,0.56,0.99,1.08
pclasses.csv,0.0,0.72,0.83,0.78,0.82,1.0,0.62,0.67,0.96,0.8,0.89,0.9,0.93,1.0,0.93,0.73,0.86,1.16
plato.csv,0.77,1.0,0.88,0.67,0.89,1.0,0.89,0.89,0.98,1.0,0.12,1.0,1.0,1.0,0.92,0.95,0.88,0.35
re2c.csv,0.76,0.8,0.0,0.93,0.95,0.96,0.78,0.49,0.76,0.7,0.72,0.62,0.73,0.8,1.0,0.92,0.41,0.79
rebecca-aiml.csv,0.91,0.72,0.83,0.85,0.64,0.81,0.36,0.86,0.72,0.82,0.72,0.58,0.69,0.7,0.66,0.86,0.02,0.7
tzod.csv,0.71,0.68,0.49,0.0,0.47,0.72,0.4,0.82,0.8,0.78,0.89,0.66,0.75,0.56,0.64,0.52,0.88,0.69
wxcrp.csv,1.0,0.59,0.68,0.82,0.03,0.84,0.43,0.63,0.83,0.88,0.95,0.96,0.8,0.56,0.72,0.65,0.65,0.8
