,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.9,0.18,0.1,0.9,0.29,0.0,0.11,0.18,0.0,0.77,0.15,0.18,0.07,0.09,0.25,0.19,0.66,0.74,0.39,0.05
cuberok.csv,0.38,0.47,0.7,0.35,0.97,0.77,0.45,0.58,0.45,0.03,0.15,0.94,0.29,0.44,0.85,0.25,0.64,0.16,0.53,0.74
emisview.csv,0.13,0.11,0.6,0.15,0.45,0.14,0.0,0.29,0.0,0.0,0.25,0.04,0.29,0.35,0.32,0.4,0.08,0.07,0.06,0.15
jas.csv,0.72,0.26,0.0,0.0,0.11,0.14,0.3,0.39,0.55,0.17,0.24,0.12,0.36,0.15,0.0,0.21,0.09,0.42,0.39,0.31
jatlas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.02
javaprofiler.csv,0.79,0.66,0.5,0.9,0.66,0.57,0.38,0.64,0.36,0.77,0.25,0.33,0.57,0.33,0.26,0.43,0.75,0.98,0.0,0.81
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.05,0.15,0.0,0.0,0.03,0.43,0.02,0.05,0.82,0.0,0.0,0.63,0.21,0.02,0.09,0.0,0.02,0.09,0.0,0.02
jrefactory.csv,0.21,0.44,0.4,0.8,0.03,0.51,0.36,0.39,0.45,0.23,0.48,0.82,0.43,0.68,0.55,0.51,0.3,0.4,0.53,0.69
kdenlive.csv,0.03,0.29,0.3,0.6,0.5,0.34,0.32,0.47,0.45,0.83,0.29,0.55,0.43,0.48,0.38,0.28,0.55,0.56,0.47,0.66
m-m-m.csv,0.82,0.85,0.0,1.0,0.87,1.0,0.38,0.64,0.45,1.0,0.77,0.98,0.57,0.86,0.74,0.91,0.62,0.72,0.75,0.81
octet.csv,0.38,0.32,0.7,0.25,0.68,0.11,0.36,0.56,0.09,0.2,0.32,0.0,0.36,0.23,0.12,0.19,0.17,0.19,0.22,0.42
opendvr.csv,0.56,0.81,1.0,0.35,0.92,0.91,0.91,0.83,0.73,0.34,0.98,0.82,0.86,0.71,0.64,0.89,0.0,0.44,0.78,0.56
opennms.csv,0.51,0.21,0.0,0.1,0.21,0.14,0.09,0.01,0.18,0.34,0.28,0.06,0.21,0.12,0.08,0.12,0.15,0.3,0.11,0.03
poormans.csv,0.46,0.31,0.3,0.35,0.26,0.14,0.58,0.52,0.0,0.34,0.05,0.0,0.29,0.09,0.12,0.0,0.21,0.33,0.03,0.31
power-architect.csv,0.64,0.79,1.0,0.45,0.76,0.6,0.85,0.84,0.55,0.74,0.6,0.78,0.0,0.88,0.9,0.78,0.74,0.51,0.86,1.0
rohxel.csv,0.36,0.26,0.2,0.25,0.16,0.54,0.57,0.38,0.0,0.49,0.06,0.14,0.71,0.24,0.04,0.55,0.4,0.47,0.19,0.44
synecdoche.csv,0.56,0.4,0.6,0.55,0.47,0.26,0.36,0.47,0.09,0.66,0.32,0.2,0.57,0.18,0.47,0.27,0.57,0.02,0.42,0.47
thedata.csv,0.15,0.13,0.1,0.4,0.37,0.29,0.23,0.25,0.27,0.49,0.36,0.25,0.64,0.11,0.08,0.21,0.15,0.58,0.19,0.0
x-ray-mule.csv,0.28,0.31,0.1,0.0,0.34,0.26,0.08,0.39,0.27,0.54,0.13,0.69,0.29,0.21,0.25,0.18,0.36,0.21,0.39,0.03
