,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.43,0.46,0.48,0.43,0.5,0.5,0.4,0.41,0.36,0.38,0.97,0.66,0.31,0.46,0.64,0.35,0.32,0.4,0.49
co-ode-owl-plugins.csv,0.49,0.5,0.67,0.57,0.56,0.41,0.42,0.52,0.86,0.96,0.38,0.42,0.38,0.47,0.5,0.46,0.39,0.49,0.45
exl.csv,0.48,0.54,0.64,0.47,0.56,0.38,0.41,0.55,0.39,0.47,0.52,0.49,0.6,0.55,0.81,0.42,0.38,0.48,0.43
firebreath.csv,0.56,0.38,0.5,0.5,0.86,0.39,0.41,0.52,0.79,0.48,0.39,0.46,0.31,0.58,0.54,0.36,0.59,0.6,0.39
irplus.csv,0.36,0.39,0.54,0.41,0.74,0.33,0.29,0.45,0.3,0.41,0.36,0.53,0.31,0.37,0.44,0.38,0.38,0.57,0.38
jasperreports.csv,0.44,0.66,0.48,0.43,0.55,0.57,0.49,0.45,0.35,0.39,0.55,0.95,0.68,0.7,0.94,0.49,0.36,0.94,0.54
javaprofiler.csv,0.53,0.44,0.65,0.46,0.53,0.39,0.4,0.43,0.77,0.68,0.41,0.42,0.33,0.45,0.59,0.49,0.35,0.54,0.44
konversation.csv,0.88,0.56,0.83,0.5,0.85,0.5,0.47,0.45,0.79,0.81,0.77,0.45,0.5,0.6,0.74,0.43,0.59,0.54,0.54
lazarus-ccr.csv,0.5,0.5,0.44,0.69,0.53,0.66,0.43,0.62,0.68,0.77,0.74,0.46,0.38,0.63,0.55,0.38,0.49,0.55,0.61
linuxsh.csv,0.62,0.68,0.67,0.91,0.96,0.44,0.77,0.96,0.67,0.96,0.38,0.5,0.92,0.98,0.53,0.9,0.8,0.93,0.47
migen.csv,0.57,0.59,0.58,0.51,0.72,0.44,0.43,0.61,0.67,0.72,0.56,0.5,0.83,0.69,0.88,0.5,0.87,0.64,0.43
moviesandbox.csv,0.68,0.53,0.93,0.49,0.81,0.4,0.71,0.61,0.86,0.94,0.51,0.53,0.46,0.78,0.57,0.83,0.93,0.67,0.49
mvnforum.csv,0.0,0.85,0.56,0.95,0.74,0.62,0.81,0.97,0.91,0.89,0.75,0.95,0.58,0.88,0.86,0.9,0.96,0.58,0.92
nebuladevice.csv,0.53,0.68,0.5,0.63,0.8,0.62,0.57,0.51,0.48,0.69,0.71,0.7,0.9,0.99,0.8,0.93,0.62,0.57,0.65
ontomorphtab.csv,0.42,0.41,0.44,0.42,0.5,0.43,0.35,0.41,0.36,0.42,0.39,0.45,0.5,0.42,0.58,0.41,0.35,0.55,0.46
opengs.csv,0.75,0.89,0.54,0.6,0.62,0.39,0.5,0.51,0.8,0.67,0.58,0.55,0.43,0.6,0.66,0.64,0.5,0.57,0.43
scite-ru.csv,0.35,0.46,0.41,0.46,0.52,0.39,0.41,0.44,0.74,0.44,0.42,0.42,0.33,0.46,0.47,0.46,0.35,0.4,0.44
tokratan.csv,0.71,0.47,0.52,0.52,0.72,0.37,0.41,0.56,0.5,0.86,0.94,0.67,0.35,0.5,0.88,0.58,0.38,0.45,0.37
xuggle.csv,0.44,0.59,0.42,0.6,0.61,0.37,0.42,0.44,0.4,0.53,0.46,0.59,0.34,0.47,0.49,0.45,0.38,0.49,0.44
