,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,99.0,98.5,1052.0,98.5,1960.5,98.5,197.5,98.5,2907.5,2808.0,196.5,670.5,195.0,15095.5,99.0,1579.0,390.5,98.5,99.0
co-ode-owl-plugins.csv,99.0,98.5,634.5,98.5,783.0,98.5,95.5,98.5,192.5,305.5,196.0,857.5,94.5,14871.0,97.5,984.5,390.5,97.5,99.0
exl.csv,95.5,471.5,336.5,98.5,590.0,98.5,197.5,98.5,2156.0,2381.5,196.5,669.5,593.5,6781.5,95.5,1306.5,291.5,98.5,98.5
firebreath.csv,181.0,91.5,336.0,98.5,1203.5,98.5,98.5,98.5,398.0,1986.5,196.0,657.5,195.0,4705.0,97.5,1687.0,191.0,98.5,96.5
irplus.csv,321.0,91.5,356.5,98.5,93.5,98.5,98.5,98.5,1665.0,923.5,196.0,476.5,195.0,4807.5,97.5,625.0,95.5,98.5,75.5
jasperreports.csv,192.0,285.5,854.0,98.5,1960.5,98.5,98.5,98.5,2907.5,2961.0,295.0,466.5,195.0,657.0,97.5,745.5,292.0,98.5,195.5
javaprofiler.csv,193.0,98.5,528.0,98.5,1371.5,98.5,95.5,98.5,1023.5,1135.0,196.0,1288.0,96.5,4548.0,97.5,334.0,390.5,98.5,98.5
konversation.csv,94.5,187.0,254.5,98.5,587.5,98.5,98.5,98.5,1149.0,1067.0,196.0,1199.5,96.5,1090.0,97.5,494.0,645.0,98.5,96.5
lazarus-ccr.csv,99.0,380.0,1519.0,459.5,1960.5,189.0,98.5,98.5,1464.5,977.0,196.0,742.0,94.5,10637.5,99.0,1579.0,387.5,98.5,99.0
linuxsh.csv,99.0,98.5,803.0,453.5,405.5,98.5,90.5,98.5,121.5,438.0,196.0,1008.5,176.0,3677.5,99.0,271.5,92.5,129.0,98.5
migen.csv,180.0,91.5,712.5,98.5,785.0,98.5,90.5,98.5,177.5,1242.5,97.5,816.5,86.5,669.0,97.5,724.0,200.5,97.5,98.5
moviesandbox.csv,278.5,98.5,267.5,98.5,1447.0,98.5,189.5,98.5,336.0,1259.5,386.5,824.5,96.5,5960.5,97.5,274.0,513.0,96.5,98.5
mvnforum.csv,0.0,83.5,1425.5,459.5,1926.0,189.0,92.5,98.5,625.5,1040.5,791.5,482.5,94.5,11709.0,91.5,352.5,1130.5,98.5,99.0
nebuladevice.csv,192.0,471.5,107.0,276.5,1843.0,91.5,197.5,98.5,2168.5,1469.0,759.5,2927.0,288.0,7396.0,99.0,417.5,94.5,98.5,291.0
ontomorphtab.csv,150.0,98.5,1519.0,98.5,1566.5,98.5,98.5,98.5,2122.5,2292.5,196.0,731.0,94.5,4382.0,99.0,1152.5,290.5,97.5,99.0
opengs.csv,86.5,83.5,817.0,98.5,548.5,98.5,344.0,98.5,103.5,43.5,97.5,570.0,96.5,8506.0,95.5,578.5,291.5,98.5,99.0
scite-ru.csv,99.0,98.5,1168.0,98.5,1274.0,98.5,194.5,98.5,645.5,2601.0,196.5,857.5,195.0,15095.5,99.0,1004.5,291.5,98.5,99.0
tokratan.csv,187.0,91.5,163.0,98.5,195.0,98.5,94.5,98.5,9.5,291.0,97.5,383.0,94.5,6950.5,97.5,594.0,193.0,98.5,96.5
xuggle.csv,99.0,98.5,1330.0,98.5,511.0,98.5,192.0,98.5,988.5,1644.0,97.5,378.0,94.5,15791.0,99.0,1235.0,193.0,98.5,99.0
