,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,189.5,188.0,274.5,286.5,95.5,98.5,98.5,97.5,97.5,3744.5,190.0,196.0
gdis.csv,579.5,97.5,568.5,190.0,97.5,197.5,276.5,97.5,98.5,3208.5,99.0,196.0
kml.csv,184.5,196.5,3864.0,191.0,97.5,98.5,99.0,97.5,97.5,4311.0,99.0,99.0
ppcboot.csv,391.5,97.5,1206.0,94.5,97.5,197.5,99.0,97.5,97.5,4311.0,99.0,99.0
repositorium.csv,96.5,164.0,6887.0,194.0,97.5,194.5,1748.0,272.5,93.5,2212.5,282.5,381.0
rsyslog.csv,186.0,196.5,5558.0,99.0,97.5,197.5,196.5,97.5,98.5,2521.0,379.0,99.0
simplewebservices.csv,579.5,196.5,8590.5,99.0,97.5,194.5,198.0,97.5,98.5,3201.5,99.0,392.5
ultimairis.csv,391.5,196.5,751.0,99.0,97.5,98.5,296.0,97.5,98.5,3329.5,704.0,99.0
wow-qrsk.csv,50.5,97.5,750.0,94.5,71.5,0.0,289.5,85.5,88.5,2481.5,45.5,94.5
wxstudio.csv,186.0,97.5,9216.5,99.0,535.0,196.5,295.5,69.5,96.5,104.0,184.0,23.0
xbg.csv,490.0,87.5,3855.5,190.0,654.0,188.5,198.0,97.5,97.5,5037.0,99.0,99.0
xqilla.csv,10.5,751.0,3607.5,99.0,654.0,95.5,90.5,787.0,98.5,68.5,280.5,84.0
