,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.77,0.43,0.44,0.87,0.46,0.05,0.56
freebios.csv,0.71,0.23,0.76,0.69,0.39,0.0,0.38
k3b.csv,0.75,0.37,0.64,0.86,0.44,0.05,0.48
loki-lib.csv,0.79,0.48,0.41,0.82,0.55,0.08,0.57
powerfolder.csv,0.75,0.41,0.38,0.84,0.55,0.29,0.47
quarkplusplus.csv,0.89,0.44,0.6,0.83,0.67,0.11,0.53
tzod.csv,0.72,0.53,0.6,0.72,0.45,0.09,0.44
