,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.6,0.58,0.19,0.5,0.29,0.68,0.55
freebios.csv,0.47,0.36,0.78,0.45,0.42,0.0,0.55
k3b.csv,0.56,0.47,0.33,0.66,0.48,0.66,0.66
loki-lib.csv,0.68,0.69,0.43,0.56,0.5,0.62,0.69
powerfolder.csv,0.5,0.3,0.07,0.58,0.5,0.98,0.28
quarkplusplus.csv,0.36,0.34,0.07,0.38,0.68,0.91,0.35
tzod.csv,0.27,0.61,0.47,0.49,0.42,0.45,0.28
