,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.69,0.5,0.24,0.59,0.32,0.1,0.54
freebios.csv,0.56,0.29,0.77,0.53,0.5,0.0,0.49
k3b.csv,0.81,0.51,0.39,0.73,0.45,0.1,0.58
loki-lib.csv,0.77,0.58,0.43,0.65,0.5,0.15,0.62
powerfolder.csv,0.59,0.32,0.11,0.67,0.5,0.45,0.32
quarkplusplus.csv,0.46,0.36,0.11,0.47,0.67,0.2,0.39
tzod.csv,0.35,0.56,0.5,0.58,0.41,0.15,0.31
