,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.63,0.59,0.16,0.45,0.25,0.8,0.52
freebios.csv,0.46,0.37,0.78,0.43,0.71,0.0,0.69
k3b.csv,0.88,0.85,0.29,0.64,0.46,0.8,0.72
loki-lib.csv,0.74,0.74,0.45,0.53,0.46,0.6,0.69
powerfolder.csv,0.49,0.26,0.06,0.55,0.46,1.0,0.24
quarkplusplus.csv,0.31,0.3,0.06,0.33,0.67,1.0,0.31
tzod.csv,0.23,0.59,0.43,0.48,0.38,0.4,0.24
