,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.0,0.12,0.4,0.18,0.37,0.24,0.76,0.0,0.09
buddata-ebxml-registry.csv,1.0,0.98,0.8,0.98,1.0,1.0,1.0,1.0,0.99
continuum-ide.csv,0.0,0.06,0.0,0.22,0.2,0.94,0.24,0.0,0.19
gtad.csv,1.0,0.1,0.0,0.05,0.07,0.06,0.29,0.0,0.03
htmlunit.csv,0.5,0.1,0.2,0.94,0.43,0.53,0.19,0.0,0.49
jsr308-langtools.csv,0.5,0.57,0.2,0.6,1.0,0.59,0.71,0.33,0.49
kaffeine.csv,0.5,0.98,1.0,0.8,0.93,1.0,0.81,1.0,0.6
stemkit.csv,0.0,0.06,0.1,0.05,0.0,0.0,0.1,1.0,0.03
taokgame.csv,0.5,0.12,1.0,0.03,0.17,0.12,0.24,0.0,0.18
