,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.93,0.95,1.0,0.94,0.0
lazarus-ccr.csv,0.0,0.4,0.36,0.32,0.52,0.5
lcfizvtop.csv,0.18,0.33,0.09,0.21,0.0,0.0
migen.csv,0.39,0.0,0.16,0.3,0.48,0.25
mvnforum.csv,0.11,0.23,0.02,0.04,0.06,0.5
plplot.csv,0.86,0.6,0.61,0.0,0.21,0.5
