,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.46,0.44,0.3,0.27,0.18,1.0
lazarus-ccr.csv,1.0,0.51,0.45,0.25,0.17,0.94
lcfizvtop.csv,0.58,0.39,0.5,0.25,1.0,1.0
migen.csv,0.45,1.0,0.53,0.39,0.12,0.94
mvnforum.csv,0.0,0.47,0.94,0.71,0.25,0.88
plplot.csv,0.49,0.54,0.27,1.0,0.23,0.94
