,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.4,0.5,0.32,0.4,0.48,0.37,0.37,0.48,0.35
barracudamvc.csv,0.48,0.43,0.42,0.48,0.48,0.42,0.54,0.5,0.41
ingex.csv,0.58,0.47,0.42,0.57,0.54,0.44,0.44,0.56,0.45
jgnash.csv,0.67,0.46,0.43,0.41,0.49,0.66,0.39,0.44,0.33
jsr308-langtools.csv,0.54,0.63,0.33,0.46,0.46,0.38,0.38,0.49,0.88
owlapi.csv,0.98,0.43,0.5,0.71,0.58,0.57,0.56,0.59,0.62
owlib.csv,0.37,0.43,0.36,0.42,0.62,0.45,0.36,0.39,0.31
sidekar.csv,0.0,0.0,0.75,0.52,0.46,0.0,0.0,0.0,0.0
springside.csv,0.47,0.44,0.34,0.47,0.46,0.41,0.5,0.47,0.36
