,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.57,0.83,0.89,0.79,0.51,0.34,0.82,0.27,0.52
barracudamvc.csv,0.47,0.83,0.81,0.72,0.49,0.26,0.61,0.25,0.46
ingex.csv,0.48,0.72,0.77,0.73,0.43,0.26,0.79,0.33,0.55
jgnash.csv,0.44,0.52,0.71,0.71,0.62,0.45,0.72,0.32,0.51
jsr308-langtools.csv,0.48,0.42,0.91,0.76,0.51,0.33,0.95,0.38,0.27
owlapi.csv,0.22,0.82,0.04,0.39,0.41,0.2,0.62,0.53,0.38
owlib.csv,0.63,0.52,0.65,0.55,0.38,0.39,0.77,0.33,0.52
sidekar.csv,0.0,0.0,0.06,0.81,0.51,0.0,0.0,0.0,0.0
springside.csv,0.47,0.84,0.83,0.63,0.67,0.29,0.67,0.34,0.47
