,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.99,0.75,0.95,0.89,0.47,0.88,1.0,0.96,0.97
barracudamvc.csv,0.7,0.95,0.73,0.91,0.96,1.0,0.7,0.88,0.76
ingex.csv,0.51,0.75,0.71,0.77,0.76,0.76,0.93,0.6,0.55
jgnash.csv,0.4,0.41,0.61,0.77,0.69,0.6,0.63,0.48,0.66
jsr308-langtools.csv,0.5,0.29,0.98,0.98,1.0,1.0,0.93,0.48,0.17
owlapi.csv,0.16,0.93,0.02,0.28,0.65,0.32,0.57,0.8,0.41
owlib.csv,0.69,0.38,0.53,0.41,0.29,0.64,0.67,0.52,0.79
sidekar.csv,0.0,0.0,0.03,0.75,1.0,0.0,0.0,0.0,0.0
springside.csv,0.62,0.94,0.81,0.55,0.82,0.72,0.53,0.84,0.69
