,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.99,0.15,0.99,1.03,0.93,0.66,0.95,0.71,0.67,0.57,0.85,0.94,0.87,0.86,0.56,0.94,0.88,0.73,0.9,1.09
baadengine.csv,0.28,0.88,1.07,0.78,0.52,0.81,1.0,0.82,1.0,0.5,0.72,0.96,0.95,0.89,0.53,0.98,0.55,0.76,1.0,0.63
bibedt.csv,0.85,0.84,1.2,0.43,0.67,0.77,0.4,0.82,0.68,0.77,0.5,0.56,0.63,0.64,0.89,0.81,0.78,0.77,0.55,0.57
cascading.csv,0.48,0.75,1.02,0.36,0.4,0.6,0.5,0.62,0.62,0.61,0.63,1.19,0.51,0.83,0.45,0.76,0.5,0.64,0.82,0.39
dataobjectsdotnet.csv,0.9,0.9,1.07,0.41,0.56,0.81,0.44,0.68,0.78,0.98,0.68,0.6,0.64,0.72,0.76,0.72,0.57,0.54,0.83,1.0
exl.csv,0.74,0.76,1.01,0.75,0.59,0.83,0.54,0.75,0.73,0.84,0.57,1.0,0.56,0.74,0.79,0.74,0.84,0.72,0.84,0.27
gogoego.csv,0.51,1.12,1.04,0.51,0.6,0.93,0.5,0.52,0.78,0.79,0.66,0.57,0.65,0.48,0.82,0.91,0.88,0.66,0.59,0.37
httpcontentparser.csv,0.85,0.93,0.84,1.05,0.64,0.97,0.87,0.66,0.89,0.87,0.31,0.85,0.67,0.6,0.79,0.67,0.75,0.75,0.67,0.63
impala.csv,0.96,0.57,0.93,0.34,0.81,0.56,0.73,0.83,0.76,0.88,0.55,1.05,0.67,0.76,0.93,0.52,0.81,0.82,0.61,0.56
jaxlib.csv,0.73,0.87,0.84,1.19,0.8,0.67,0.48,0.67,0.82,0.81,0.55,0.04,0.55,0.41,0.86,0.76,0.6,0.66,0.67,0.47
jgameai.csv,0.84,0.94,1.09,1.03,0.86,0.48,1.0,0.75,0.95,0.63,0.83,0.57,1.0,0.93,0.79,0.71,0.59,0.9,0.97,1.0
jhotdraw.csv,0.87,0.79,0.76,0.76,0.97,0.87,1.0,0.97,0.46,0.91,0.8,0.83,0.96,0.83,0.7,0.73,0.74,0.79,0.9,0.78
loki-lib.csv,0.73,0.73,0.57,0.72,0.52,0.61,0.89,0.63,0.69,0.5,0.46,0.78,0.68,0.67,0.78,0.62,0.74,0.77,0.44,0.54
patterntesting.csv,1.0,0.93,1.03,0.98,0.72,0.94,0.96,0.97,0.83,0.37,0.99,0.83,0.85,0.92,0.99,0.84,0.88,0.83,0.87,1.0
pokeglobal.csv,0.86,0.72,1.0,0.21,0.34,0.86,1.0,0.62,0.96,0.98,0.54,1.16,0.86,0.81,0.92,0.75,0.59,0.53,0.78,0.73
snakeyaml.csv,0.85,1.07,0.94,0.33,0.61,0.84,0.5,0.7,0.63,0.77,0.63,1.05,1.0,0.63,0.37,0.93,0.73,0.74,0.97,0.37
unflobtactical.csv,0.48,0.61,0.77,0.7,0.62,0.92,0.9,0.8,0.87,0.52,0.51,0.72,0.53,0.41,0.82,0.7,0.57,0.71,0.56,0.62
werx.csv,0.99,0.86,0.03,1.0,0.97,0.98,1.0,0.95,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,0.96
zealos.csv,0.89,0.8,0.89,1.01,0.95,0.85,0.45,0.89,0.84,0.87,0.95,1.02,1.0,0.97,1.0,1.0,0.98,0.97,1.0,0.98
