,f1,g,recall,precision,pf,wins
dvt.csv,0.3,0.38,0.35,0.3,0.29,1
flylinkdc.csv,0.45,0.54,0.68,0.41,0.51,12
fw4spl.csv,0.36,0.46,0.43,0.32,0.34,3
grisbi.csv,0.48,0.52,0.92,0.33,0.82,7
mesa3d.csv,0.36,0.46,0.51,0.42,0.36,6
nuttx.csv,0.31,0.4,0.35,0.45,0.26,4
panda3d.csv,0.41,0.55,0.52,0.35,0.36,11
proftp.csv,0.24,0.25,0.21,0.47,0.12,2
qmmp.csv,0.44,0.52,0.62,0.34,0.58,5
skia.csv,0.36,0.5,0.46,0.38,0.24,10
tart.csv,0.38,0.57,0.65,0.36,0.52,8
tcvp.csv,0.0,0.0,0.0,0.0,0.03,0
utgb.csv,0.39,0.43,0.38,0.47,0.23,9
