,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.0,0.14,0.1,0.07,0.1,0.12,0.14,0.17,0.5
carabiner.csv,1.0,0.39,0.2,0.6,0.03,0.88,0.38,0.5,0.68
continuum-ide.csv,0.0,0.12,0.2,0.43,0.03,0.65,0.1,0.17,0.0
gtad.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
htmlunit.csv,0.5,0.31,0.3,0.49,0.43,0.53,0.24,0.5,0.32
jsr308-langtools.csv,1.0,0.65,0.8,0.23,0.93,0.71,0.81,0.83,0.91
kaffeine.csv,1.0,0.94,0.2,0.89,1.0,1.0,0.86,0.67,0.5
stemkit.csv,0.0,0.14,0.2,0.01,0.07,0.0,0.0,0.0,0.0
taokgame.csv,0.5,0.1,1.0,0.1,0.2,0.24,0.33,0.17,0.36
