,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.1,0.24,0.19,1.0,0.78,0.29,0.2,0.33,0.1,0.31,0.24,0.15
gamestone.csv,1.0,0.24,0.28,0.25,0.46,0.86,0.27,0.5,0.26,1.0,0.26,0.31
geochat.csv,0.19,0.32,0.26,0.31,0.43,0.38,0.32,0.36,0.23,0.33,0.28,1.0
igarden.csv,0.0,1.0,0.16,0.29,0.12,0.23,0.5,0.38,0.11,0.67,0.29,0.31
ingex.csv,0.14,0.21,0.12,0.35,0.76,0.91,0.22,0.17,0.18,0.46,0.29,0.11
lphant.csv,0.11,0.32,0.19,0.28,0.39,0.44,0.56,1.0,0.2,0.47,0.24,0.19
nabu-library.csv,0.18,0.31,0.11,0.26,0.97,0.38,0.38,0.38,0.13,0.42,0.21,0.21
nebuladevice.csv,0.09,0.33,0.39,0.33,0.62,0.33,0.33,0.29,1.0,0.33,0.25,0.2
owlapi.csv,0.05,0.38,1.0,0.3,0.24,0.53,0.0,0.5,0.09,0.5,0.29,0.33
pi-qmc.csv,0.2,0.42,0.18,0.41,0.66,0.35,0.63,0.5,0.2,1.0,0.31,0.29
trinitycore.csv,0.11,0.58,0.14,0.3,0.44,0.42,0.25,0.44,0.21,0.0,0.98,0.2
twostep.csv,0.22,0.37,0.27,0.37,0.38,0.44,1.0,0.62,0.15,0.38,0.3,0.28
