,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.87,0.39,0.27,0.0,0.08,0.7,0.62,0.79,0.62,0.55,0.5,0.36
gamestone.csv,0.0,0.18,0.14,0.05,0.14,0.04,0.53,0.03,0.24,0.0,0.12,0.09
geochat.csv,0.67,0.72,0.3,0.49,0.92,0.9,0.91,0.21,0.52,0.71,0.47,0.0
igarden.csv,0.12,0.0,0.12,0.44,0.61,0.2,0.07,0.48,0.11,0.02,0.22,0.32
ingex.csv,0.23,0.21,0.33,0.27,0.11,0.06,0.31,0.45,0.25,0.23,0.21,0.24
lphant.csv,0.75,0.44,0.5,0.51,0.87,0.66,0.31,0.0,0.58,0.3,0.56,0.39
nabu-library.csv,0.44,0.67,0.38,0.56,0.03,0.74,0.64,0.76,0.48,0.34,0.65,0.64
nebuladevice.csv,0.19,0.06,0.11,0.29,0.15,0.12,0.18,0.3,0.0,0.04,0.61,0.12
owlapi.csv,0.4,0.11,0.0,0.13,0.82,0.16,0.04,0.06,0.14,0.11,0.17,0.1
pi-qmc.csv,0.31,0.35,0.45,0.4,0.22,0.66,0.16,0.52,0.46,0.0,0.51,0.4
trinitycore.csv,0.15,0.11,0.59,0.56,0.85,0.14,0.07,0.15,0.21,0.05,0.01,0.4
twostep.csv,0.35,0.36,0.36,0.44,0.86,0.44,0.0,0.24,0.48,0.18,0.44,0.45
