,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,13.0,3.0,11.0,0.0,0.0,3.0,26.0,0.0,11.0,5.0,12.0,26.0
gamestone.csv,0.0,1.0,15.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0,3.0,0.0
geochat.csv,4.0,4.0,8.0,7.0,4.0,2.0,0.0,0.0,1.0,8.0,9.0,0.0
igarden.csv,59.0,0.0,5.0,7.0,31.0,2.0,3.0,6.0,8.0,0.0,7.0,6.0
ingex.csv,10.0,2.0,6.0,3.0,0.0,0.0,4.0,6.0,1.0,1.0,7.0,5.0
lphant.csv,27.0,3.0,34.0,1.0,4.0,3.0,0.0,0.0,7.0,9.0,31.0,17.0
nabu-library.csv,0.0,1.0,16.0,10.0,1.0,0.0,10.0,0.0,3.0,3.0,4.0,9.0
nebuladevice.csv,8.0,2.0,1.0,5.0,1.0,1.0,7.0,7.0,0.0,1.0,10.0,8.0
owlapi.csv,13.0,3.0,0.0,1.0,33.0,3.0,70.0,0.0,10.0,1.0,10.0,4.0
pi-qmc.csv,9.0,0.0,25.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,9.0,8.0
trinitycore.csv,8.0,0.0,39.0,10.0,2.0,1.0,3.0,4.0,11.0,77.0,0.0,12.0
twostep.csv,10.0,4.0,10.0,4.0,32.0,0.0,0.0,7.0,17.0,0.0,12.0,6.0
