,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.91,0.75,0.74,0.97,0.55,0.62,0.95,0.8,0.83
buddata-ebxml-registry.csv,0.34,0.41,0.38,0.36,0.42,0.32,0.38,0.37,0.35
continuum-ide.csv,0.0,0.9,0.93,0.82,0.64,0.62,0.69,0.89,0.88
gtad.csv,0.5,0.0,0.86,0.91,0.83,0.89,0.94,0.0,0.0
htmlunit.csv,0.51,0.76,0.93,0.58,0.54,0.5,0.76,0.6,0.38
jsr308-langtools.csv,0.33,0.42,0.4,0.56,0.37,0.3,0.42,0.47,0.41
kaffeine.csv,0.36,0.4,0.4,0.36,0.43,0.33,0.37,0.37,0.32
stemkit.csv,0.92,0.0,0.75,0.9,0.0,0.0,0.83,0.83,0.83
taokgame.csv,0.75,0.88,0.9,0.92,0.91,0.88,0.96,0.89,0.79
