,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,1.01,0.78,0.76,0.86,0.51,0.89,0.05,1.02,0.91
buddata-ebxml-registry.csv,1.0,1.0,0.99,0.98,1.0,1.0,0.98,0.97,0.01
continuum-ide.csv,1.0,1.07,1.01,0.73,0.67,0.06,0.86,1.01,0.88
gtad.csv,0.0,0.98,1.0,0.92,0.83,0.96,0.72,1.0,1.0
htmlunit.csv,0.73,0.61,0.71,0.03,0.56,0.76,0.82,0.81,1.01
jsr308-langtools.csv,0.61,0.5,0.72,0.54,0.0,0.78,0.62,0.82,0.45
kaffeine.csv,1.06,0.09,0.81,0.65,0.64,1.0,0.73,0.85,0.3
stemkit.csv,1.01,0.98,0.9,0.97,1.0,1.0,0.95,0.0,0.91
taokgame.csv,0.57,0.84,0.0,0.97,0.84,0.9,0.89,0.84,0.84
