,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.15,0.09,0.29,0.13,0.2,0.33,0.01,0.21,0.0
buddata-ebxml-registry.csv,1.0,1.0,0.99,0.98,1.0,1.0,0.98,0.97,0.0
continuum-ide.csv,0.0,0.55,0.17,0.16,0.05,0.0,0.3,0.12,0.0
gtad.csv,0.0,0.0,0.09,0.02,0.05,0.21,0.09,0.0,0.0
htmlunit.csv,0.54,0.27,0.13,0.02,0.35,0.49,0.41,0.46,1.0
jsr308-langtools.csv,0.61,0.36,0.51,0.27,0.0,0.72,0.55,0.47,0.0
kaffeine.csv,0.93,0.09,0.8,0.6,0.6,1.0,0.73,0.85,0.0
stemkit.csv,0.17,0.0,0.04,0.04,0.0,0.03,0.05,0.0,0.0
taokgame.csv,0.27,0.0,0.0,0.05,0.25,0.15,0.22,0.11,0.25
