,f1,g,recall,precision,pf,wins
bwapi.csv,0.45,0.24,0.91,0.33,0.94,0
co-ode-owl-plugins.csv,0.47,0.54,0.71,0.46,0.54,13
exl.csv,0.42,0.55,0.64,0.32,0.48,7
firebreath.csv,0.41,0.59,0.62,0.48,0.36,17
irplus.csv,0.43,0.54,0.49,0.41,0.37,8
jasperreports.csv,0.36,0.41,0.46,0.28,0.45,1
javaprofiler.csv,0.48,0.63,0.79,0.46,0.52,18
konversation.csv,0.32,0.42,0.37,0.43,0.21,6
lazarus-ccr.csv,0.46,0.48,0.71,0.33,0.7,4
linuxsh.csv,0.35,0.39,0.37,0.41,0.21,5
migen.csv,0.39,0.55,0.5,0.46,0.24,14
moviesandbox.csv,0.41,0.57,0.64,0.32,0.41,9
mvnforum.csv,0.28,0.31,0.27,0.48,0.25,2
nebuladevice.csv,0.4,0.46,0.47,0.3,0.5,3
ontomorphtab.csv,0.44,0.64,0.74,0.37,0.48,16
opengs.csv,0.4,0.52,0.55,0.45,0.31,10
scite-ru.csv,0.48,0.6,0.84,0.41,0.69,12
tokratan.csv,0.33,0.56,0.53,0.47,0.27,11
xuggle.csv,0.5,0.58,0.69,0.42,0.5,15
