,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.4,0.45,0.46,0.43,0.5,0.52,0.42,0.42,0.36,0.38,0.97,0.61,0.31,0.46,0.65,0.35,0.31,0.4,0.5
co-ode-owl-plugins.csv,0.53,0.55,0.74,0.71,0.56,0.46,0.49,0.59,0.86,0.96,0.36,0.45,0.41,0.55,0.52,0.6,0.46,0.64,0.45
exl.csv,0.44,0.55,0.78,0.47,0.67,0.39,0.47,0.75,0.41,0.62,0.58,0.63,0.64,0.75,0.77,0.5,0.43,0.58,0.39
firebreath.csv,0.83,0.38,0.53,0.43,0.61,0.38,0.38,0.49,0.8,0.64,0.4,0.45,0.37,0.66,0.53,0.43,0.93,0.67,0.4
irplus.csv,0.35,0.4,0.83,0.4,0.77,0.33,0.33,0.41,0.33,0.56,0.48,0.6,0.32,0.4,0.49,0.58,0.41,0.54,0.33
jasperreports.csv,0.48,0.61,0.59,0.44,0.57,0.57,0.45,0.47,0.35,0.42,0.58,0.94,0.86,0.69,0.93,0.57,0.37,0.94,0.48
javaprofiler.csv,0.5,0.41,0.65,0.46,0.54,0.41,0.39,0.49,0.93,0.69,0.42,0.41,0.34,0.45,0.57,0.56,0.33,0.54,0.46
konversation.csv,0.83,0.5,0.93,0.48,0.89,0.55,0.5,0.46,0.94,0.93,0.94,0.52,0.53,0.62,0.78,0.45,0.61,0.68,0.56
lazarus-ccr.csv,0.52,0.52,0.44,0.63,0.51,0.6,0.42,0.56,0.59,0.7,0.67,0.47,0.38,0.62,0.54,0.37,0.45,0.54,0.54
linuxsh.csv,0.71,0.74,0.7,0.78,0.95,0.4,0.83,0.93,0.67,0.95,0.39,0.51,0.92,0.98,0.58,0.86,0.75,0.88,0.45
migen.csv,0.37,0.8,0.57,0.58,0.71,0.4,0.44,0.76,0.67,0.64,0.51,0.52,0.71,0.58,0.93,0.6,0.67,0.64,0.42
moviesandbox.csv,0.57,0.49,0.83,0.49,0.75,0.39,0.54,0.53,0.9,0.8,0.56,0.47,0.45,0.68,0.58,0.6,0.76,0.52,0.45
mvnforum.csv,0.0,0.92,0.63,0.86,0.99,0.59,0.89,0.97,0.0,0.91,0.85,0.97,0.59,0.91,0.93,0.86,0.94,0.88,0.95
nebuladevice.csv,0.45,0.74,0.67,0.63,0.67,0.49,0.58,0.61,0.45,0.6,0.78,0.75,0.91,0.99,0.74,0.93,0.53,0.52,0.57
ontomorphtab.csv,0.38,0.39,0.37,0.42,0.48,0.42,0.34,0.39,0.37,0.39,0.38,0.46,0.39,0.39,0.54,0.41,0.32,0.49,0.42
opengs.csv,0.8,0.88,0.71,0.64,0.7,0.4,0.64,0.56,0.67,0.8,0.56,0.55,0.41,0.56,0.69,0.63,0.51,0.55,0.44
scite-ru.csv,0.36,0.45,0.61,0.53,0.55,0.39,0.42,0.53,0.65,0.51,0.45,0.51,0.33,0.47,0.52,0.45,0.37,0.41,0.45
tokratan.csv,0.67,0.5,0.54,0.55,0.67,0.4,0.42,0.56,0.89,0.94,0.81,0.71,0.35,0.52,0.83,0.55,0.35,0.41,0.36
xuggle.csv,0.42,0.5,0.42,0.68,0.63,0.37,0.41,0.45,0.73,0.67,0.5,0.54,0.35,0.47,0.51,0.46,0.38,0.46,0.41
