,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.79,1.0,0.82,0.94,0.97,0.6,0.81,0.98,1.0,0.96,0.34,0.62,1.0,1.0,0.25,0.93,1.0,1.0,0.92
co-ode-owl-plugins.csv,0.54,0.57,0.35,0.16,0.68,0.51,0.51,0.36,0.04,0.11,0.79,0.87,0.55,0.77,0.92,0.41,0.7,0.14,0.85
exl.csv,0.75,0.9,0.15,0.49,0.28,0.6,0.7,0.33,0.48,0.54,0.48,0.6,0.43,0.38,0.11,0.59,0.48,0.53,0.08
firebreath.csv,0.14,0.14,0.47,0.41,0.27,0.43,0.42,0.3,0.04,0.3,0.45,0.43,0.75,0.18,0.56,0.48,0.17,0.36,0.23
irplus.csv,0.64,0.14,0.11,0.37,0.09,0.46,0.47,0.43,0.52,0.26,0.31,0.18,0.66,0.42,0.44,0.34,0.41,0.08,0.08
jasperreports.csv,0.57,0.33,0.44,0.91,0.71,0.51,0.37,0.81,0.98,0.82,0.61,0.11,0.27,0.14,0.0,0.45,0.63,0.0,0.31
javaprofiler.csv,0.39,0.57,0.44,0.6,0.52,0.71,0.49,0.52,0.15,0.27,0.45,0.81,0.73,0.6,0.39,0.3,0.89,0.19,0.77
konversation.csv,0.07,0.14,0.2,0.21,0.15,0.11,0.21,0.31,0.23,0.14,0.14,0.4,0.39,0.24,0.06,0.36,0.39,0.44,0.08
lazarus-ccr.csv,0.18,0.57,1.0,0.72,0.95,0.71,0.65,0.77,0.5,0.29,0.38,0.61,0.66,0.69,0.81,0.82,0.7,0.78,1.0
linuxsh.csv,0.54,0.29,0.25,0.13,0.04,0.51,0.21,0.18,0.06,0.11,0.75,0.77,0.27,0.09,0.61,0.09,0.04,0.06,0.23
migen.csv,0.68,0.05,0.33,0.19,0.14,0.31,0.28,0.16,0.04,0.34,0.35,0.51,0.25,0.24,0.06,0.23,0.21,0.14,0.38
moviesandbox.csv,0.57,0.81,0.29,0.41,0.35,0.4,0.37,0.6,0.15,0.35,0.43,0.73,0.68,0.32,0.44,0.39,0.27,0.58,0.62
mvnforum.csv,0.0,0.29,0.69,0.08,0.18,0.6,0.21,0.16,0.0,0.0,0.27,0.21,0.27,0.37,0.39,0.11,0.25,0.36,0.54
nebuladevice.csv,0.68,0.81,0.05,0.49,0.53,0.57,0.65,0.61,0.69,0.52,0.49,0.5,0.18,0.37,0.36,0.27,0.31,0.78,0.31
ontomorphtab.csv,0.54,0.24,0.62,0.43,0.34,0.57,0.56,0.5,0.48,0.61,0.52,0.39,0.48,0.34,0.28,0.59,0.75,0.25,0.38
opengs.csv,0.04,0.05,0.2,0.17,0.18,0.49,0.28,0.4,0.0,0.01,0.35,0.65,0.7,0.81,0.22,0.39,0.46,0.44,0.31
scite-ru.csv,0.93,0.67,0.29,0.47,0.5,0.69,0.7,0.49,0.27,0.66,0.56,0.71,0.93,0.97,0.72,0.59,0.86,0.94,0.85
tokratan.csv,0.21,0.19,0.55,0.27,0.28,0.34,0.35,0.34,0.13,0.17,0.1,0.24,0.64,0.58,0.03,0.23,0.72,0.92,0.08
xuggle.csv,0.46,0.24,0.75,0.17,0.21,0.51,0.35,0.51,0.12,0.25,0.39,0.54,0.66,0.95,0.78,0.52,0.75,0.5,0.31
