,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.63,0.73,0.22,0.22,0.19,0.49,0.59,0.55,0.45,0.12,0.28,0.21,0.45,0.1,0.83,0.53,0.3,0.81,0.81
co-ode-owl-plugins.csv,0.61,0.53,0.42,0.42,0.21,0.71,0.47,0.52,0.36,0.63,0.62,0.18,0.47,0.07,0.76,0.44,0.17,0.63,0.87
exl.csv,0.57,0.6,0.1,0.28,0.28,0.63,0.56,0.23,0.41,0.16,0.57,0.18,0.15,0.1,0.55,0.48,0.42,0.69,0.83
firebreath.csv,0.44,0.64,0.36,0.31,0.33,0.74,0.58,0.66,0.23,0.3,0.53,0.23,0.48,0.26,0.34,0.52,0.14,0.41,0.76
irplus.csv,0.55,0.62,0.0,0.33,0.35,0.65,0.58,0.43,0.48,0.13,0.44,0.36,0.41,0.21,0.3,0.43,0.37,0.46,0.65
jasperreports.csv,0.43,0.55,0.16,0.23,0.18,0.43,0.51,0.53,0.43,0.12,0.18,0.19,0.12,0.43,0.22,0.36,0.33,0.39,0.68
javaprofiler.csv,0.7,0.69,0.33,0.29,0.29,0.72,0.59,0.55,0.34,0.49,0.67,0.22,0.46,0.15,0.36,0.48,0.27,0.71,0.88
konversation.csv,0.27,0.51,0.31,0.49,0.32,0.5,0.52,0.6,0.31,0.12,0.14,0.22,0.54,0.23,0.23,0.54,0.21,0.42,0.53
lazarus-ccr.csv,0.82,0.53,0.29,0.08,0.18,0.56,0.56,0.46,0.38,0.45,0.27,0.22,0.51,0.05,0.83,0.46,0.27,0.53,0.76
linuxsh.csv,0.38,0.48,0.53,0.4,0.15,0.68,0.35,0.27,0.0,0.6,0.63,0.17,0.06,0.0,0.58,0.19,0.11,0.31,0.74
migen.csv,0.54,0.4,0.29,0.39,0.38,0.61,0.69,0.39,0.08,0.44,0.69,0.27,0.19,0.3,0.17,0.44,0.33,0.63,0.84
moviesandbox.csv,0.52,0.73,0.41,0.34,0.27,0.71,0.55,0.52,0.13,0.41,0.62,0.2,0.4,0.16,0.32,0.32,0.11,0.65,0.85
mvnforum.csv,0.0,0.26,0.28,0.0,0.23,0.63,0.38,0.31,0.09,0.76,0.5,0.18,0.5,0.02,0.32,0.12,0.0,0.39,0.45
nebuladevice.csv,0.49,0.42,0.0,0.16,0.17,0.56,0.43,0.4,0.42,0.37,0.3,0.17,0.21,0.08,0.53,0.15,0.49,0.7,0.55
ontomorphtab.csv,0.53,0.79,0.33,0.3,0.34,0.73,0.62,0.55,0.44,0.13,0.58,0.34,0.3,0.24,0.34,0.45,0.3,0.53,0.86
opengs.csv,0.28,0.33,0.43,0.41,0.4,0.67,0.36,0.47,0.25,0.35,0.67,0.24,0.47,0.08,0.47,0.38,0.22,0.65,0.88
scite-ru.csv,0.65,0.76,0.14,0.29,0.28,0.7,0.59,0.48,0.41,0.32,0.68,0.25,0.43,0.1,0.86,0.52,0.23,0.78,0.87
tokratan.csv,0.33,0.53,0.29,0.33,0.3,0.7,0.6,0.48,0.13,0.06,0.62,0.3,0.49,0.15,0.24,0.51,0.31,0.82,0.67
xuggle.csv,0.65,0.6,0.3,0.41,0.42,0.67,0.56,0.49,0.5,0.18,0.71,0.29,0.46,0.09,0.72,0.5,0.26,0.61,0.8
