,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.43,0.56,0.59,0.95,0.46,0.68,0.66,0.32,0.79
carabiner.csv,0.67,0.57,0.54,0.18,0.54,0.44,0.11,1.0,0.29
grisbi.csv,0.88,0.93,0.93,0.67,0.93,0.98,0.71,0.95,0.98
jmol.csv,0.64,0.48,1.0,0.36,0.33,0.61,0.42,0.5,0.55
minig.csv,0.6,0.58,0.78,0.46,0.98,0.67,0.34,0.18,0.66
mobicents.csv,0.43,0.98,0.54,0.31,0.22,0.45,0.38,0.32,0.62
x4x.csv,0.98,0.81,0.73,0.77,0.72,0.95,0.71,0.64,0.95
zabbix.csv,0.93,0.79,0.74,0.82,0.65,0.79,1.0,0.68,0.62
zxing.csv,0.52,0.46,0.32,0.56,0.61,0.64,0.75,0.41,0.98
