,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.48,1.0,0.83,0.45,0.27,0.92,0.92,0.62,0.49,0.14,0.84,0.43,0.53,0.12,0.87,0.74,0.22,0.23,0.43
elvishrayrenderer.csv,0.44,0.88,0.79,0.41,0.29,0.2,0.81,0.64,0.42,0.18,0.83,0.53,0.4,0.65,0.75,0.57,0.26,0.29,1.0
graphmak.csv,0.54,0.88,0.0,1.0,0.09,0.57,1.0,0.76,0.51,0.15,0.79,0.38,0.29,0.82,0.86,0.6,0.24,0.15,0.67
jmol.csv,0.43,0.88,0.82,0.43,0.2,0.38,0.94,0.63,0.43,0.18,0.99,0.54,0.46,0.51,0.69,0.61,0.22,0.31,0.77
mesa3d.csv,0.35,0.72,0.9,0.22,0.09,0.07,0.76,0.7,0.38,0.0,0.89,0.5,0.45,0.0,0.73,0.72,0.97,0.26,0.75
minig.csv,0.44,0.74,0.78,0.38,0.14,0.19,0.69,0.75,0.37,0.17,0.84,1.0,0.44,0.63,0.61,0.55,0.22,0.28,0.67
moving-pictures.csv,0.45,0.91,0.6,0.35,0.19,0.29,0.7,0.45,0.48,0.08,0.84,0.37,1.0,0.61,0.73,0.54,0.16,0.26,0.55
ngl.csv,0.51,0.94,1.0,0.53,0.15,0.24,0.65,0.74,0.61,0.15,0.87,0.47,0.62,0.51,0.83,1.0,0.26,0.28,0.69
nunit.csv,0.41,0.0,0.71,0.3,0.17,0.31,0.67,0.81,0.47,0.06,0.85,0.4,0.46,0.67,0.63,0.5,0.35,1.0,0.56
octave.csv,0.45,0.82,0.95,0.37,1.0,0.18,0.75,0.41,0.38,0.11,0.89,0.32,0.55,0.47,0.75,0.64,0.26,0.28,0.63
opengs.csv,0.75,1.0,0.0,0.62,0.17,0.23,0.0,0.54,0.96,0.16,0.86,0.37,0.68,0.75,0.81,0.7,0.29,0.43,0.82
owlib.csv,1.0,0.8,0.78,0.3,0.15,0.16,1.0,0.61,0.38,0.15,0.84,0.54,0.54,0.5,0.73,0.61,0.22,0.27,0.61
prelude.csv,0.41,0.85,1.0,0.28,0.18,0.26,0.85,0.47,0.38,0.08,0.85,0.39,0.47,0.5,0.71,0.5,0.27,0.23,0.74
tokratan.csv,0.53,0.87,1.0,0.35,0.08,0.36,1.0,0.81,0.5,1.0,0.88,0.29,0.75,0.9,0.75,0.77,0.27,0.19,0.67
xfce.csv,0.46,0.94,0.95,0.45,0.25,0.29,0.96,0.55,0.48,0.13,0.79,0.41,0.55,0.33,0.98,0.58,0.25,0.28,0.74
xharbour.csv,0.42,0.99,0.84,0.35,0.22,0.26,0.82,0.5,0.41,0.11,0.82,0.37,0.5,0.39,0.73,0.53,0.19,0.18,0.7
zabbix.csv,0.43,0.82,0.83,0.37,0.19,0.2,0.78,0.52,0.44,0.16,0.84,0.44,0.47,0.98,0.69,0.56,0.22,0.23,0.72
zengine.csv,0.39,0.86,0.89,0.37,0.2,0.31,1.0,0.51,0.45,0.12,0.82,0.38,0.49,0.36,0.79,0.54,0.22,0.22,0.7
zildo.csv,0.55,0.86,0.88,0.43,0.37,0.42,1.0,1.0,0.3,0.17,0.89,0.56,0.41,0.4,0.66,0.59,0.23,0.25,0.67
