,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.11,0.01,0.28,0.67,0.17,0.87,0.34,0.38,0.49,0.37,0.36,0.43,0.33,0.06,0.35,0.18,0.19,0.42,0.11
elvishrayrenderer.csv,0.61,0.64,0.0,0.66,0.7,0.59,0.48,0.73,0.54,0.61,0.42,0.67,0.42,0.2,0.67,0.6,0.65,0.66,1.0
graphmak.csv,0.3,0.45,0.0,0.93,0.06,0.36,0.22,0.35,0.41,0.37,0.35,0.16,0.21,0.26,0.34,0.3,0.37,0.14,0.33
jmol.csv,0.6,0.74,0.64,0.67,0.4,0.76,0.82,0.62,0.53,0.51,0.99,0.63,0.52,0.7,0.17,0.53,0.13,0.62,0.73
mesa3d.csv,0.14,0.24,0.25,0.1,0.21,0.1,0.44,0.19,0.18,0.0,0.45,0.13,0.21,0.0,0.43,0.39,0.84,0.26,0.11
minig.csv,0.58,0.31,0.0,0.5,0.42,0.41,0.43,0.31,0.4,0.31,0.59,0.93,0.5,0.34,0.41,0.48,0.34,0.48,0.55
moving-pictures.csv,0.41,0.69,0.09,0.49,0.4,0.35,0.39,0.49,0.57,0.44,0.42,0.49,1.0,0.57,0.37,0.45,0.37,0.59,0.36
ngl.csv,0.46,0.69,0.15,0.65,0.21,0.6,0.38,0.6,0.3,0.37,0.59,0.53,0.69,0.47,0.56,1.0,0.45,0.44,0.57
nunit.csv,0.18,0.0,0.38,0.32,0.49,0.73,0.24,0.35,0.2,0.16,0.55,0.52,0.47,0.18,0.28,0.3,0.37,0.93,0.32
octave.csv,0.45,0.25,0.53,0.58,0.93,0.44,0.1,0.4,0.44,0.52,0.63,0.32,0.67,0.53,0.48,0.31,0.48,0.65,0.49
opengs.csv,0.12,0.27,0.0,0.45,0.06,0.6,0.0,0.5,0.98,0.5,0.47,0.18,0.57,0.11,0.45,0.33,0.36,0.45,0.3
owlib.csv,0.99,0.35,0.0,0.35,0.49,0.49,0.34,0.53,0.36,0.59,0.57,0.5,0.49,0.61,0.61,0.62,0.52,0.62,0.49
prelude.csv,0.53,0.61,0.96,0.44,0.17,0.72,0.79,0.45,0.2,0.36,0.64,0.55,0.52,0.58,0.51,0.41,0.59,0.59,0.7
tokratan.csv,0.33,0.5,0.02,0.28,0.06,0.43,0.34,0.35,0.05,0.89,0.09,0.05,0.13,0.33,0.04,0.29,0.12,0.12,0.44
xfce.csv,0.65,0.69,0.55,0.71,0.36,0.62,0.7,0.63,0.65,0.62,0.43,0.61,0.57,0.29,0.98,0.61,0.6,0.66,0.53
xharbour.csv,0.4,0.98,0.52,0.09,0.67,0.69,0.69,0.09,0.17,0.05,0.55,0.0,0.57,0.21,0.62,0.36,0.46,0.5,0.62
zabbix.csv,0.58,0.21,0.66,0.27,0.45,0.55,0.56,0.44,0.57,0.74,0.56,0.67,0.53,0.98,0.34,0.47,0.43,0.46,0.66
zengine.csv,0.09,0.68,0.82,0.27,0.6,0.68,1.0,0.37,0.55,0.46,0.17,0.37,0.35,0.09,0.72,0.47,0.5,0.49,0.63
zildo.csv,0.54,0.57,0.68,0.54,0.37,0.65,0.34,0.91,0.18,0.37,0.52,0.63,0.35,0.32,0.17,0.47,0.42,0.44,0.52
