,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.46,0.51,0.32,0.66,0.31,0.84,0.95,0.57,0.78,0.65
critterding.csv,0.42,0.97,0.44,0.65,0.1,0.71,0.36,0.57,0.74,0.43
enlightenment.csv,0.5,0.55,0.3,0.98,0.28,0.79,0.41,0.45,0.85,0.62
exordium.csv,0.29,0.43,1.0,0.54,0.2,0.83,0.08,0.6,0.79,0.5
google-caja.csv,0.46,0.51,0.31,0.71,0.22,1.0,0.55,0.48,0.8,0.69
itext.csv,0.44,0.62,0.46,0.69,0.29,0.85,0.48,0.59,0.9,1.0
lockss.csv,0.48,0.0,0.5,0.71,0.95,0.75,1.0,1.0,1.0,0.83
modplug.csv,0.43,0.49,0.3,0.63,0.24,0.75,0.33,0.42,1.0,0.59
reactos-mirror.csv,0.95,0.47,0.3,0.72,0.19,0.77,0.28,0.48,0.79,0.56
yafdotnet.csv,0.4,0.41,0.28,0.57,0.19,0.79,0.27,0.99,0.68,0.54
