,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.4,0.46,0.45,0.46,0.39,0.35,0.63,0.4,0.41,0.4
critterding.csv,0.8,0.64,0.53,0.7,0.68,0.94,0.68,0.67,0.74,0.81
enlightenment.csv,0.6,0.58,0.45,0.54,0.46,0.46,0.62,0.45,0.61,0.58
exordium.csv,0.99,0.91,0.74,0.99,0.52,0.66,0.92,0.81,0.93,0.81
google-caja.csv,0.41,0.43,0.54,0.46,0.32,0.34,0.5,0.33,0.36,0.36
itext.csv,0.34,0.45,0.71,0.39,0.39,0.43,0.44,0.63,0.65,0.45
lockss.csv,0.98,0.0,0.83,0.86,0.86,0.92,0.0,0.86,0.8,0.83
modplug.csv,0.47,0.58,0.53,0.48,0.5,0.39,0.47,0.36,0.42,0.56
reactos-mirror.csv,0.64,0.53,0.53,0.55,0.47,0.41,0.45,0.67,0.46,0.42
yafdotnet.csv,0.45,0.48,0.57,0.5,0.41,0.38,0.45,0.54,0.42,0.46
