,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.67,0.62,0.68,0.58,0.49,0.49,0.06,0.47,0.54,0.53
critterding.csv,0.78,0.06,0.4,0.7,0.91,0.87,0.65,0.64,0.7,0.84
enlightenment.csv,0.61,0.56,0.68,0.04,0.54,0.62,0.51,0.67,0.53,0.63
exordium.csv,0.91,0.77,0.0,0.86,0.73,0.67,0.97,0.69,0.81,0.81
google-caja.csv,0.62,0.62,0.66,0.61,0.7,0.01,0.42,0.7,0.52,0.45
itext.csv,0.65,0.54,0.41,0.59,0.53,0.56,0.43,0.68,0.68,0.03
lockss.csv,0.91,1.0,0.84,0.98,0.05,0.89,0.95,0.93,0.91,0.85
modplug.csv,0.69,0.66,0.68,0.7,0.7,0.73,0.7,0.96,0.0,0.62
reactos-mirror.csv,0.11,0.71,0.62,0.56,0.71,0.67,0.8,0.72,0.52,0.87
yafdotnet.csv,0.88,0.96,0.67,0.9,0.91,0.65,0.84,0.05,0.97,0.87
