,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,1378.5,99.0,16922.0,1983.0,96.5,197.5,294.0,184.0,2251.0,2086.0,99.0,685.0,885.5,1041.5,277.5,7309.5,769.0,99.0,388.0,274.5
blogentis.csv,1175.5,99.0,198.0,927.0,98.5,290.0,188.0,184.0,1611.5,1860.0,99.0,488.0,1541.0,2210.0,97.5,5469.0,831.0,99.0,291.5,1134.0
free-evolution.csv,388.5,99.0,198.0,1489.5,77.5,98.5,294.0,97.5,2929.0,1807.0,99.0,99.0,1563.0,2212.5,97.5,7313.0,1772.5,99.0,388.0,650.5
gtad.csv,93.5,99.0,6315.0,241.5,46.5,98.5,292.0,69.5,997.0,1139.0,93.5,384.5,139.0,434.5,184.0,407.5,396.5,98.5,190.0,484.0
htmlunit.csv,93.5,99.0,7913.5,266.5,92.5,98.5,194.5,69.5,1288.0,1679.5,97.5,195.0,702.5,289.5,184.0,3745.5,714.5,197.0,288.5,364.0
ipfire-wall.csv,154.0,99.0,198.0,0.0,46.5,279.0,292.0,86.5,2061.0,436.0,383.0,191.0,197.5,289.5,97.5,4222.5,67.5,99.0,0.0,296.0
irplus.csv,93.5,383.0,7363.5,1136.0,96.5,98.5,193.0,184.0,1526.5,475.0,99.0,587.5,1006.5,770.5,97.5,5060.0,555.5,99.0,190.0,552.0
jasperreports.csv,1255.0,99.0,12351.5,735.0,98.5,718.0,95.5,97.5,946.0,803.0,99.0,639.5,997.5,486.5,97.5,587.5,745.5,98.5,99.0,1218.5
jaxlib.csv,351.5,181.5,194.0,1417.0,74.5,197.5,195.0,97.5,1288.5,2450.0,473.5,568.0,118.0,192.0,183.0,435.0,415.5,98.5,99.0,464.5
jvcl.csv,93.5,189.0,198.0,882.0,46.5,98.5,294.0,97.5,2019.5,1139.5,285.5,672.5,536.5,192.0,97.5,14350.5,153.0,98.5,99.0,223.5
kaffeine.csv,383.0,288.5,11048.0,1983.0,98.5,197.5,292.0,184.0,3109.5,2098.0,99.0,685.0,1622.5,389.0,97.5,7942.5,1425.0,99.0,99.0,1226.5
m-m-m.csv,93.5,99.0,99.0,1601.0,88.5,197.5,294.0,97.5,3361.5,2892.0,97.5,1346.5,1547.0,291.5,97.5,12415.0,552.5,99.0,99.0,265.5
myfaces.csv,93.5,99.0,17042.0,1304.5,46.5,98.5,294.0,184.0,2589.0,496.5,99.0,388.5,1003.5,344.0,97.5,4439.0,1591.5,99.0,190.0,741.5
nh3d.csv,678.0,99.0,99.0,0.0,98.5,197.5,294.0,97.5,4002.5,2892.0,97.5,99.0,1175.0,487.5,97.5,9031.5,1579.0,99.0,99.0,1315.0
poormans.csv,0.0,89.5,198.0,817.5,76.5,98.5,171.0,184.0,1567.0,123.5,99.0,587.5,1622.5,435.5,0.0,4044.0,402.5,99.0,190.0,163.5
sarasvati.csv,869.5,93.5,8889.5,1889.5,88.5,197.5,492.0,184.0,1769.5,970.0,97.5,838.5,683.5,95.5,178.0,2213.5,492.0,99.0,188.0,274.5
smartgwt.csv,582.5,99.0,5260.0,564.5,96.5,385.0,294.0,97.5,1029.5,633.0,97.5,391.0,641.0,291.5,184.0,9125.5,129.0,98.5,388.0,653.5
taokgame.csv,190.0,17.5,0.0,782.5,46.5,933.5,194.5,97.5,106.0,1984.5,190.0,289.5,433.5,2111.5,277.5,3080.0,594.5,98.5,99.0,75.5
wgs-assembler.csv,287.5,285.5,198.0,2410.0,88.5,197.5,294.0,88.5,1142.0,2284.5,284.5,871.0,917.0,289.5,277.5,545.5,815.0,98.5,190.0,266.5
