,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,7.0,0.0,3.0,0.0,0.0,20.0,3.0
emulemorph.csv,2.0,49.0,8.0,5.0,60.0,1.0,0.0
htmlunit.csv,4.0,78.0,0.0,0.0,0.0,5.0,27.0
jvcl.csv,1.0,0.0,4.0,3.0,0.0,4.0,18.0
m-m-m.csv,2.0,0.0,9.0,14.0,0.0,25.0,22.0
nh3d.csv,4.0,0.0,158.0,15.0,0.0,13.0,109.0
wgs-assembler.csv,4.0,111.0,10.0,10.0,0.0,13.0,21.0
