,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.46,0.75,0.5,0.67,0.27,0.69,0.33
emulemorph.csv,0.26,0.25,0.38,0.5,0.0,0.07,0.67
htmlunit.csv,0.79,0.25,0.69,0.46,0.14,0.57,0.5
jvcl.csv,0.05,0.5,0.56,0.58,0.08,0.17,0.5
m-m-m.csv,0.41,0.75,0.56,0.83,0.76,0.63,0.5
nh3d.csv,0.56,1.0,0.0,1.0,1.0,0.28,0.0
wgs-assembler.csv,0.54,0.75,1.0,0.75,0.67,0.68,0.83
