,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.44,0.66,0.29,0.2,0.4,0.54,0.62
emulemorph.csv,0.23,0.18,0.23,0.22,0.0,0.01,0.33
htmlunit.csv,0.8,0.39,0.37,0.49,0.0,0.27,0.39
jvcl.csv,0.03,0.0,0.27,0.42,0.0,0.05,0.29
m-m-m.csv,0.33,0.48,0.82,0.93,0.2,0.78,0.62
nh3d.csv,0.44,0.01,0.0,1.0,1.0,0.12,0.04
wgs-assembler.csv,0.34,0.76,1.0,0.7,0.2,0.47,0.74
