,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.7,0.7,0.58,0.39,0.83,0.62,0.91
emulemorph.csv,0.78,0.77,0.67,0.55,1.0,0.93,0.47
htmlunit.csv,0.83,0.85,0.48,0.73,0.86,0.5,0.64
jvcl.csv,0.95,0.5,0.52,0.59,0.92,0.83,0.58
m-m-m.csv,0.68,0.54,0.93,0.94,0.31,0.87,0.79
nh3d.csv,0.62,0.01,1.0,1.0,1.0,0.73,1.0
wgs-assembler.csv,0.57,0.8,1.0,0.74,0.39,0.57,0.76
