,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.88,1.0,0.95,0.91,0.9
lazarus-ccr.csv,0.83,0.65,0.83,0.71,0.27,0.24
lcfizvtop.csv,0.5,0.79,0.44,0.67,0.82,0.51
migen.csv,0.46,0.74,0.06,0.29,0.55,0.45
mvnforum.csv,0.0,0.29,0.67,0.57,0.09,0.21
plplot.csv,0.54,0.59,1.0,0.67,0.36,0.66
