,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.63,0.62,0.45,0.41,0.32,0.94
lazarus-ccr.csv,0.8,0.54,0.51,0.39,0.12,0.38
lcfizvtop.csv,0.44,0.62,0.35,0.4,0.58,0.67
migen.csv,0.39,0.7,0.07,0.32,0.43,0.6
mvnforum.csv,0.0,0.39,0.55,0.31,0.1,0.34
plplot.csv,0.62,0.49,0.5,0.64,0.2,0.77
