,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.31,0.26,0.41,0.0,0.0,0.37,0.51,0.11,0.28,0.61,0.0,0.56,0.0,0.72,0.61
atlc.csv,0.55,0.4,0.54,0.47,0.82,0.41,0.43,0.53,0.09,0.5,0.09,0.62,0.0,0.49,0.69
ipfilter.csv,0.34,0.47,0.55,0.42,0.31,0.41,0.46,0.68,0.17,0.59,0.13,0.64,0.0,0.55,0.96
liferea.csv,0.73,0.56,0.58,0.7,0.45,0.45,0.28,0.43,0.21,0.58,0.3,0.57,0.54,0.2,0.55
miranda-icq.csv,0.54,0.52,0.78,0.27,0.0,0.36,0.36,0.49,0.42,0.48,0.05,0.6,0.0,0.63,0.58
opensim4opencog.csv,0.79,0.67,0.68,0.65,0.32,0.78,0.74,0.6,0.21,0.61,0.5,0.49,0.62,0.55,0.49
pclasses.csv,0.9,0.54,0.17,0.1,0.0,0.0,0.11,0.55,0.0,0.1,0.05,0.0,0.35,0.43,0.16
pfaedit.csv,0.11,0.49,0.67,0.35,0.0,0.66,0.79,0.34,0.07,0.68,0.35,0.0,0.52,0.47,0.09
psrchive.csv,0.31,0.34,0.85,0.47,0.27,0.66,0.43,0.48,0.07,0.53,0.58,0.47,0.65,0.46,0.48
theresa.csv,0.21,0.64,0.65,0.51,0.24,0.94,0.72,0.3,0.0,0.46,0.6,0.4,0.53,0.41,0.49
thrust.csv,0.0,0.13,0.17,0.1,0.42,0.0,0.48,0.36,0.65,0.34,0.3,0.22,0.17,0.59,0.4
tktoolkit.csv,0.3,0.44,0.6,0.52,0.31,0.66,0.65,0.6,0.63,0.5,0.48,0.34,0.0,0.69,0.55
tzod.csv,0.31,0.67,0.58,0.85,0.71,0.68,0.34,0.3,0.21,0.5,0.49,0.49,0.58,0.37,0.56
yaprm.csv,0.63,0.48,0.57,0.1,0.0,0.66,0.23,0.3,0.43,0.68,0.47,0.07,0.0,0.61,0.16
