,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,1.0,0.26,0.9,0.23,0.63,1.0,0.99
ivatamasks.csv,1.0,0.78,0.74,0.26,0.75,0.69,1.0
ivataopenportal.csv,1.0,0.78,0.9,0.68,0.29,0.82,1.0
kolmafia.csv,1.0,0.69,0.9,1.0,0.96,0.23,0.77
mb-unit.csv,0.09,0.35,0.43,0.91,0.89,0.92,0.28
nova.csv,0.23,0.47,0.3,0.06,0.26,0.44,0.59
olex2.csv,0.52,0.34,0.19,0.94,0.9,0.49,0.28
