,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.07,0.04,0.26,0.43,0.11,0.17,0.29,0.41,0.12,0.18,0.27,0.26,0.98,0.45,0.38,0.27,0.2
blogentis.csv,0.0,0.18,0.38,0.41,0.35,0.31,0.96,0.38,0.23,0.16,0.15,0.3,0.46,0.31,0.53,0.27,0.42
bochs.csv,0.16,0.24,0.78,0.44,0.79,0.19,0.38,0.48,0.94,0.37,0.45,0.49,0.55,0.37,0.4,0.61,0.55
galaxium.csv,0.03,0.15,0.23,0.5,0.15,0.11,0.3,0.34,0.08,0.16,0.0,0.31,0.43,0.93,0.43,0.24,0.39
gisgraphy.csv,0.02,0.17,0.74,0.47,0.67,0.12,0.28,0.39,0.52,0.15,0.22,0.43,0.47,0.39,0.16,0.53,0.98
haphazard.csv,0.0,0.14,0.38,0.17,0.15,0.09,0.21,0.19,0.34,0.92,0.12,0.16,0.31,0.15,0.3,0.41,0.53
ipfire-wall.csv,0.02,0.15,0.38,0.3,0.25,0.27,0.25,0.25,0.33,0.23,1.0,0.42,0.31,0.4,0.42,0.17,0.26
jmri.csv,0.07,0.2,0.83,0.98,0.82,0.18,0.25,0.37,0.41,0.28,0.41,0.36,0.45,0.42,0.17,0.8,0.36
jvcl.csv,0.0,0.97,0.02,0.54,0.04,0.06,0.25,0.3,0.0,0.27,0.0,0.0,0.43,0.0,0.5,0.0,0.47
kaffeine.csv,0.03,0.18,0.92,0.6,1.0,0.14,0.42,0.48,0.61,0.34,0.49,0.47,0.58,0.45,0.38,0.85,0.49
m-a-d-n-e-s-s.csv,0.0,0.16,0.43,0.56,0.34,0.16,0.3,0.38,0.3,0.3,0.55,0.92,0.49,0.3,0.36,0.65,0.6
magicwars.csv,0.02,0.19,0.92,0.62,0.89,0.13,0.39,0.96,0.59,0.34,0.46,0.46,0.58,0.43,0.5,0.84,0.48
nh3d.csv,1.0,0.0,0.02,0.0,0.0,0.17,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0
opentibia.csv,0.02,0.18,0.99,0.52,0.91,0.17,0.4,0.67,0.62,0.23,0.49,0.48,0.52,0.46,0.53,0.82,0.47
sarasvati.csv,0.07,0.2,0.46,0.12,0.29,0.95,0.0,0.17,0.0,0.0,0.12,0.2,0.0,0.18,0.23,0.09,0.0
smartgwt.csv,0.02,0.17,0.39,0.56,0.43,0.18,0.33,0.47,0.42,0.21,0.22,0.32,0.44,0.5,0.99,0.55,0.5
tweetsharp.csv,0.0,0.13,0.65,0.45,0.6,0.19,0.35,0.41,0.58,0.3,0.46,0.37,0.61,0.35,0.16,0.99,0.58
