,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.34,0.97,0.88,0.74,0.94,0.55,0.75,0.66,0.93,0.84,0.83,0.81,0.05,0.6,0.61,0.86,0.88
blogentis.csv,1.0,0.68,0.9,0.72,0.8,0.64,0.04,0.75,0.86,0.87,0.9,0.77,0.76,0.75,0.6,0.84,0.84
bochs.csv,0.26,0.56,0.88,0.72,0.85,0.5,0.7,0.58,0.1,0.6,0.91,0.57,0.58,0.68,0.59,0.71,0.49
galaxium.csv,0.63,0.84,0.87,0.67,0.92,0.76,0.82,0.75,0.96,0.88,1.0,0.77,0.75,0.09,0.54,0.88,0.68
gisgraphy.csv,0.78,0.73,0.98,0.66,0.99,0.72,0.77,1.01,0.59,0.88,1.07,0.6,0.63,0.73,0.92,0.78,0.05
haphazard.csv,1.0,0.77,0.8,0.9,0.94,0.84,0.88,0.88,0.77,0.15,0.96,0.9,0.87,0.9,0.81,0.79,0.69
ipfire-wall.csv,0.77,0.74,0.76,0.82,0.86,0.73,0.79,0.85,0.78,0.78,0.0,0.62,0.82,0.67,0.61,0.91,0.85
jmri.csv,0.52,0.74,0.78,0.03,0.75,0.53,0.8,0.87,0.76,0.71,0.85,0.78,0.66,0.64,1.04,0.75,0.77
jvcl.csv,1.0,0.06,0.99,0.72,0.98,0.93,0.87,1.03,1.0,0.72,1.0,1.0,0.7,1.0,0.6,1.0,0.58
kaffeine.csv,0.83,1.0,0.67,0.89,0.0,0.88,0.87,1.0,0.94,0.98,1.0,0.95,1.0,0.97,0.99,1.0,0.88
m-a-d-n-e-s-s.csv,1.0,0.77,0.73,0.59,0.8,0.65,0.75,1.0,0.81,0.67,0.62,0.12,0.64,0.78,0.64,0.55,0.44
magicwars.csv,1.0,0.96,1.0,0.97,1.0,0.96,0.91,0.06,0.99,0.96,0.98,0.98,1.0,0.98,0.51,1.0,0.94
nh3d.csv,0.0,1.0,0.99,1.0,1.0,0.91,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,1.0
opentibia.csv,0.73,0.99,0.01,0.65,0.82,0.62,0.74,0.42,0.88,0.85,1.0,0.92,0.83,0.88,0.48,1.0,0.6
sarasvati.csv,0.75,0.76,0.89,0.94,1.14,0.09,1.0,0.91,1.0,1.0,0.97,0.87,1.0,0.88,0.87,0.95,1.0
smartgwt.csv,0.74,0.8,0.99,0.68,1.06,0.6,0.73,0.66,0.7,0.83,0.85,0.74,0.7,0.58,0.02,0.66,0.54
tweetsharp.csv,1.2,0.79,0.53,0.68,0.7,0.54,0.67,0.75,0.79,0.68,0.81,0.74,0.49,0.7,0.89,0.02,0.45
