,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.0,8.0,0.0,18.0,0.0,21.0,7.0,3.0,0.0,3.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0
blogentis.csv,355.0,4.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,2.0,0.0,1.0
bochs.csv,16.0,2.0,0.0,18.0,0.0,16.0,8.0,1.0,0.0,0.0,8.0,4.0,1.0,7.0,1.0,0.0,1.0
galaxium.csv,0.0,6.0,0.0,14.0,0.0,22.0,15.0,4.0,8.0,3.0,54.0,5.0,0.0,0.0,22.0,0.0,1.0
gisgraphy.csv,62.0,10.0,0.0,6.0,0.0,27.0,10.0,3.0,1.0,8.0,8.0,3.0,0.0,6.0,10.0,0.0,0.0
haphazard.csv,355.0,15.0,3.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,9.0,10.0,1.0,2.0,2.0,0.0,1.0
ipfire-wall.csv,18.0,3.0,0.0,17.0,1.0,2.0,10.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0
jmri.csv,0.0,9.0,0.0,0.0,0.0,37.0,5.0,1.0,1.0,0.0,7.0,4.0,0.0,6.0,36.0,0.0,2.0
jvcl.csv,355.0,0.0,0.0,18.0,0.0,22.0,15.0,3.0,208.0,0.0,54.0,84.0,1.0,121.0,1.0,56.0,1.0
kaffeine.csv,0.0,10.0,0.0,12.0,0.0,18.0,13.0,3.0,0.0,0.0,8.0,4.0,1.0,7.0,2.0,0.0,1.0
m-a-d-n-e-s-s.csv,355.0,9.0,0.0,18.0,0.0,16.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,7.0,1.0,0.0,1.0
magicwars.csv,0.0,10.0,0.0,18.0,0.0,23.0,15.0,0.0,0.0,0.0,8.0,4.0,1.0,7.0,1.0,0.0,1.0
nh3d.csv,0.0,158.0,0.0,456.0,59.0,0.0,92.0,0.0,208.0,64.0,54.0,84.0,50.0,121.0,17.0,0.0,69.0
opentibia.csv,29.0,8.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,7.0,8.0,2.0,1.0,4.0,2.0,0.0,1.0
sarasvati.csv,21.0,5.0,0.0,1.0,1.0,0.0,92.0,0.0,208.0,64.0,12.0,6.0,50.0,6.0,0.0,0.0,69.0
smartgwt.csv,0.0,4.0,5.0,18.0,0.0,8.0,5.0,0.0,0.0,2.0,5.0,16.0,0.0,14.0,0.0,0.0,2.0
tweetsharp.csv,355.0,10.0,0.0,1.0,1.0,9.0,8.0,2.0,0.0,6.0,5.0,4.0,0.0,10.0,1.0,0.0,0.0
