,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.63,0.31,0.63,1.0,0.14,0.6,0.7,0.47,0.31
chrysalis.csv,0.4,0.0,0.17,0.12,0.0,0.25,0.19,0.1,0.96
jahshaka.csv,0.54,1.0,0.34,0.79,0.15,0.61,0.13,0.29,0.16
jam-daq.csv,0.49,0.32,0.39,0.58,0.27,0.94,0.4,0.36,0.09
jatlas.csv,0.36,0.0,0.05,0.04,1.0,0.25,0.0,0.12,0.0
jedit.csv,0.98,0.24,0.49,0.74,0.0,0.61,0.59,0.41,0.5
open-media-library.csv,0.36,0.4,0.97,0.6,0.18,0.42,0.31,0.4,0.05
panda3d.csv,0.18,0.0,0.17,0.08,0.0,0.16,0.5,0.96,0.0
wheat.csv,0.38,0.23,0.51,0.4,0.2,0.47,0.98,0.42,0.2
