,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.41,0.36,0.36,0.75,0.52,0.57,0.21,0.62,0.68,0.63,0.6,0.71,0.16,0.36,0.37,0.59,0.46,0.28,0.08
beast-mcmc.csv,0.62,0.61,0.38,0.65,0.65,0.64,0.52,0.73,0.43,0.85,0.89,0.65,0.43,0.42,0.67,0.54,0.59,0.8,0.11
bigdata.csv,0.4,0.5,0.35,0.67,0.54,0.37,0.56,0.34,0.07,0.42,0.85,0.49,0.29,0.24,0.12,0.39,0.51,0.81,0.06
codesmith.csv,0.3,0.6,0.32,0.66,0.39,0.56,0.35,0.6,0.0,0.69,0.52,0.21,0.25,0.15,0.49,0.29,0.85,0.48,0.27
coot.csv,0.24,0.69,0.24,0.64,0.05,0.43,0.47,0.34,0.33,0.53,0.61,0.04,0.09,0.38,0.73,0.33,0.49,0.0,0.11
cuberok.csv,0.49,0.31,0.33,0.35,0.58,0.51,0.62,0.45,0.39,0.47,0.71,0.59,0.45,0.23,0.35,0.4,0.42,0.78,0.14
icescrum.csv,0.58,0.44,0.38,0.65,0.41,0.6,0.47,0.64,0.44,0.57,0.59,0.6,0.21,0.42,0.49,0.7,0.28,0.54,0.15
jbasic.csv,0.48,0.54,0.29,0.8,0.58,0.66,0.48,0.72,0.47,0.83,0.6,0.67,0.44,0.49,0.67,0.56,0.47,0.84,0.15
jrefactory.csv,0.26,0.73,0.26,0.44,0.28,0.42,0.43,0.41,0.28,0.27,0.24,0.45,0.31,0.37,0.66,0.33,0.76,0.62,0.09
jsecurity.csv,0.43,0.43,0.53,0.4,0.52,0.56,0.42,0.4,0.2,0.47,0.53,0.56,0.28,0.2,0.63,0.29,0.66,0.61,0.33
kolmafia.csv,0.43,0.73,0.32,0.68,0.57,0.64,0.6,0.67,0.47,0.83,0.85,0.73,0.4,0.4,0.65,0.54,0.3,0.7,0.11
libopenmetaverse.csv,0.42,0.73,0.32,0.78,0.57,0.67,0.44,0.66,0.49,0.73,0.92,0.47,0.26,0.4,0.7,0.54,0.76,0.65,0.11
mevenide.csv,0.29,0.37,0.2,0.2,0.19,0.31,0.4,0.32,0.35,0.17,0.3,0.15,0.16,0.58,0.31,0.41,0.08,0.39,0.18
mobicents.csv,0.53,0.5,0.38,0.69,0.61,0.68,0.6,0.71,0.52,0.7,0.75,0.71,0.44,0.44,0.66,0.58,0.31,0.73,0.11
opendvr.csv,0.48,0.45,0.44,0.7,0.67,0.66,0.42,0.54,0.42,0.88,0.91,0.71,0.5,0.25,0.64,0.62,0.41,0.66,0.1
power-architect.csv,0.34,0.69,0.4,0.68,0.68,0.62,0.56,0.34,0.39,0.82,0.76,0.69,0.45,0.32,0.49,0.53,0.78,0.81,0.06
sidekar.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.34,0.47,0.12,0.61,0.0,0.37,0.56,0.49,0.3,0.42,0.49,0.58,0.0,0.31,0.12,0.26,0.13,0.73,0.11
thedata.csv,0.36,0.57,0.25,0.71,0.46,0.55,0.44,0.62,0.42,0.75,0.73,0.64,0.36,0.25,0.67,0.53,0.31,0.82,0.62
