,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.7,0.55,0.27,0.38,0.58,0.57,0.41,0.81,0.38,0.15,0.38,0.09,0.76,0.1,0.21,0.45
elateportal.csv,0.76,0.51,0.44,0.6,0.66,0.49,0.48,0.75,0.49,0.32,0.3,0.98,0.81,0.54,0.22,0.39
gmerlin.csv,0.78,0.88,0.0,0.0,0.0,0.57,0.42,0.0,0.53,0.36,0.0,0.94,0.86,0.0,0.11,0.57
gretl.csv,0.77,0.62,0.33,0.79,0.69,0.32,0.43,0.69,0.41,0.29,0.32,0.82,0.84,0.81,0.57,0.59
illumination.csv,0.05,0.91,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.67,0.0,0.94,0.79,0.0,0.0,0.57
mpgravity.csv,0.77,0.88,0.67,0.79,0.39,0.57,0.47,0.78,0.46,0.31,0.36,0.94,0.87,0.38,0.72,0.63
nativeclient.csv,0.69,0.68,0.44,0.74,0.61,0.38,0.36,0.68,0.4,0.3,0.38,0.16,0.78,0.66,0.71,0.61
natpad.csv,0.79,0.15,0.3,0.76,0.33,0.44,0.4,0.46,0.46,0.22,0.32,0.09,0.79,0.84,0.43,0.7
ogre.csv,0.13,0.88,0.34,0.62,0.97,0.23,0.5,0.8,0.49,0.31,0.32,0.94,0.69,0.48,0.69,0.51
open-ms.csv,0.32,0.7,0.33,0.45,0.57,0.36,0.23,0.74,0.35,0.31,0.37,0.92,0.59,0.29,0.35,0.09
openmsx.csv,0.5,0.76,0.26,0.0,0.73,0.34,0.55,0.72,0.45,0.3,0.33,0.19,0.85,0.0,0.14,0.0
oppna-program-hsatools.csv,0.32,0.89,0.34,0.74,0.81,0.25,0.39,0.81,0.37,0.33,0.35,0.29,0.72,0.67,0.74,0.55
sandiaportals.csv,0.78,0.45,0.33,0.69,0.21,0.57,0.47,0.37,0.37,0.09,0.34,0.0,0.82,0.65,0.57,0.66
sauerbraten.csv,0.81,0.83,0.35,0.83,0.95,0.43,0.57,0.85,0.5,0.31,0.34,0.5,0.88,0.96,0.74,0.57
yarp.csv,0.17,0.64,0.0,0.0,0.06,0.58,0.16,0.18,0.06,0.3,0.22,0.04,0.0,0.01,0.1,0.0
zemljanka.csv,0.68,0.89,0.0,0.7,0.85,0.55,0.53,0.78,0.42,0.38,0.32,0.91,0.62,0.89,0.65,0.54
