,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.39,0.45,0.43,0.48,0.65,0.47
encog-java.csv,0.61,0.96,0.5,0.96,0.66,0.88
h2database.csv,0.64,0.61,0.86,0.46,0.95,0.95
jaql.csv,0.4,0.57,0.59,0.47,0.48,0.76
raven-monitoring.csv,0.58,0.53,0.58,0.64,0.98,0.71
v8.csv,0.99,0.68,0.42,0.48,0.6,0.48
