,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.39,0.27,0.0,0.43,0.19,0.46,0.3,0.23,0.21,0.95,0.07,0.24,0.27,0.23,0.55,0.12,0.17
botsnscouts.csv,0.22,0.42,0.07,0.49,0.4,0.07,0.97,0.07,0.36,0.0,0.18,0.16,0.55,0.21,0.36,0.31,0.14
cities3d.csv,0.38,0.11,0.64,0.96,0.67,0.25,0.52,0.36,0.53,0.64,0.11,0.37,0.38,0.0,0.56,0.07,0.46
dynalloy.csv,0.98,0.62,0.0,0.58,0.47,0.54,0.38,0.55,0.16,0.23,0.33,0.56,0.27,0.56,0.53,0.37,0.4
electric-core.csv,0.48,0.93,0.74,0.6,0.51,0.51,0.59,0.35,0.68,0.61,0.58,0.49,0.38,0.62,0.57,0.0,0.63
findbugs.csv,0.49,0.66,0.39,0.5,0.68,0.25,0.18,0.19,0.45,0.22,0.25,0.33,0.43,0.5,0.94,0.28,0.38
img-browse-sort.csv,0.42,0.39,0.0,0.19,0.25,0.77,0.37,0.04,0.06,0.51,0.38,0.42,0.99,0.0,0.24,0.7,0.06
jparsec.csv,0.53,0.66,0.52,0.7,0.4,0.58,0.57,0.54,0.57,0.64,0.59,0.97,0.42,0.62,0.51,0.37,0.41
moast.csv,0.56,0.61,0.27,0.55,0.71,0.68,0.22,0.4,0.42,0.34,0.33,0.58,0.35,0.65,0.45,1.0,0.31
mptvseries.csv,0.54,0.59,0.29,0.72,0.99,0.52,0.42,0.44,0.24,0.29,0.27,0.54,0.0,0.47,0.54,0.75,0.25
mvnforum.csv,0.25,0.12,0.0,0.17,0.13,0.86,0.13,0.0,0.06,0.07,0.1,0.43,0.0,0.1,0.13,0.44,0.02
nosleepsoftware.csv,0.02,0.43,0.9,0.4,0.13,0.13,0.3,0.34,0.34,0.43,0.24,0.13,0.49,0.35,0.33,0.04,0.41
ogre.csv,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0
openfrag.csv,0.61,0.6,0.5,0.51,0.67,0.57,0.61,0.67,0.0,0.61,0.98,0.63,0.72,0.65,0.51,0.69,0.62
qdvdauthor.csv,0.36,0.59,0.52,0.1,0.06,0.65,0.26,0.59,0.57,0.4,0.55,0.55,0.48,0.98,0.21,0.2,0.48
sumatrapdf.csv,0.54,0.58,0.07,0.69,0.61,0.61,0.59,0.95,0.0,0.67,0.67,0.69,0.56,0.58,0.7,0.62,0.54
zxing.csv,0.43,0.63,0.58,0.54,0.59,0.31,0.34,0.0,0.5,0.64,0.42,0.35,0.25,0.67,0.5,0.13,1.0
