,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.77,0.99,0.75,0.97,0.8,0.43,0.8,0.83,0.98,0.93,0.86,0.93,0.88,0.93,0.55,0.63,0.91
botsnscouts.csv,0.8,0.59,0.8,0.49,0.58,0.8,0.46,0.8,0.59,0.67,0.91,0.88,0.41,0.91,0.6,0.8,0.91
cities3d.csv,0.46,0.97,0.65,0.97,0.53,0.35,0.47,0.9,0.61,0.56,0.91,0.47,0.52,0.38,0.53,0.7,0.62
dynalloy.csv,0.73,0.63,0.65,0.48,0.69,0.44,0.62,0.46,0.91,0.88,0.62,0.52,0.9,0.41,0.59,0.57,0.58
electric-core.csv,0.5,0.85,0.55,0.57,0.47,0.45,0.45,0.69,0.55,0.48,0.63,0.6,0.48,0.5,0.49,0.66,0.41
findbugs.csv,0.57,0.62,0.57,0.84,0.48,0.71,0.91,0.83,0.57,0.73,0.93,0.8,0.9,0.47,0.69,0.67,0.72
img-browse-sort.csv,0.63,0.51,0.67,0.98,0.91,0.54,0.64,0.89,0.92,0.51,0.83,0.68,0.71,0.0,0.78,0.64,0.75
jparsec.csv,0.48,0.43,0.52,0.43,0.68,0.42,0.46,0.42,0.6,0.42,0.55,0.58,0.61,0.43,0.42,0.67,0.46
moast.csv,0.47,0.64,0.5,0.42,0.58,0.56,0.89,0.43,0.66,0.5,0.52,0.46,0.71,0.39,0.52,0.42,0.71
mptvseries.csv,0.69,0.7,0.56,0.46,0.55,0.58,0.62,0.87,0.88,0.6,0.88,0.56,0.5,0.58,0.62,0.4,0.8
mvnforum.csv,0.94,0.99,0.9,0.97,0.83,0.8,0.86,0.75,0.91,0.91,0.88,0.57,0.5,0.83,0.91,0.79,0.0
nosleepsoftware.csv,0.86,0.56,0.79,0.84,0.75,0.82,0.89,0.93,0.62,0.91,0.68,0.86,0.47,0.64,0.65,0.94,0.48
ogre.csv,0.39,0.36,0.43,0.34,0.35,0.31,0.31,0.34,0.43,0.35,0.43,0.39,0.29,0.37,0.32,0.39,0.36
openfrag.csv,0.45,0.52,0.54,0.36,0.37,0.32,0.41,0.44,0.55,0.45,0.55,0.41,0.41,0.42,0.36,0.4,0.35
qdvdauthor.csv,0.65,0.46,0.41,0.76,0.88,0.42,0.88,0.4,0.52,0.54,0.51,0.44,0.41,0.44,0.67,0.98,0.52
sumatrapdf.csv,0.49,0.61,0.76,0.61,0.42,0.39,0.5,0.66,0.59,0.55,0.5,0.46,0.45,0.54,0.4,0.55,0.44
zxing.csv,0.56,0.47,0.41,0.49,0.46,0.63,0.62,0.0,0.46,0.39,0.51,0.59,0.44,0.38,0.43,0.53,0.41
