,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.29,0.12,0.09,0.06,0.06,0.45,0.11,0.0,0.5,0.0,0.06,0.07,0.13,0.37,0.4,0.66,0.18
botsnscouts.csv,0.16,0.31,0.09,0.51,0.39,0.09,0.0,0.05,0.0,0.04,0.25,0.03,0.39,0.21,0.24,0.0,0.24
cities3d.csv,0.88,0.04,0.6,0.0,0.52,0.93,0.7,0.35,0.5,0.5,0.09,0.88,0.63,1.0,0.58,0.97,0.71
dynalloy.csv,0.0,0.25,0.36,0.4,0.16,0.64,0.15,0.44,0.5,0.07,0.19,0.52,0.18,0.37,0.33,0.48,0.35
electric-core.csv,0.8,0.0,0.55,0.53,0.71,0.7,0.67,0.4,0.5,0.69,0.58,0.52,0.63,0.63,0.6,1.0,0.71
findbugs.csv,0.67,0.35,0.74,0.18,0.48,0.3,0.26,0.02,0.5,0.28,0.0,0.52,0.13,0.74,0.0,0.9,0.35
img-browse-sort.csv,0.29,0.5,0.06,0.13,0.23,0.27,0.19,0.15,0.0,0.43,0.15,0.25,0.03,0.05,0.27,0.03,0.06
jparsec.csv,0.44,0.61,0.36,0.55,0.39,0.5,0.41,0.62,0.5,0.6,0.66,0.0,0.34,0.53,0.64,0.79,0.65
moast.csv,0.51,0.32,0.91,0.7,0.39,0.43,0.15,0.85,0.5,0.49,0.89,0.58,0.26,0.58,0.42,0.0,0.35
mptvseries.csv,0.25,0.18,0.3,0.41,0.03,0.39,0.11,0.05,0.5,0.31,0.04,0.43,0.05,0.42,0.22,0.62,0.18
mvnforum.csv,0.08,0.14,0.21,0.09,0.13,0.0,0.15,0.07,0.0,0.15,0.06,0.19,0.05,0.16,0.18,0.0,0.0
nosleepsoftware.csv,0.07,0.29,0.0,0.17,0.19,0.2,0.07,0.11,0.5,0.07,0.17,0.03,0.34,0.11,0.2,0.38,0.18
ogre.csv,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0
openfrag.csv,0.54,0.5,0.64,0.81,0.71,0.77,0.44,0.56,1.0,0.41,0.0,0.64,0.55,0.68,0.8,0.69,0.65
qdvdauthor.csv,0.47,0.59,0.4,0.27,0.23,0.43,0.07,0.65,0.5,0.46,0.38,0.38,0.66,0.0,0.36,0.14,0.35
sumatrapdf.csv,0.46,0.24,0.34,0.28,0.58,0.55,0.26,0.0,1.0,0.4,0.25,0.59,0.34,0.53,0.51,0.55,0.24
zxing.csv,0.54,0.6,0.77,0.46,0.68,0.5,0.19,0.0,0.5,0.51,0.79,0.33,0.58,0.53,0.67,0.9,0.0
