,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.36,0.33,0.54,0.41,0.45,0.52,0.55,0.45,0.45,0.71,0.37,0.43,0.6,0.38,0.48,0.29
betoffice.csv,0.59,0.51,0.95,0.44,0.49,0.38,0.45,0.57,0.66,0.56,0.54,0.38,0.38,0.58,0.54,0.5
bnetd.csv,0.37,0.39,0.52,0.48,0.71,0.54,0.67,0.39,0.49,0.4,0.44,0.33,0.34,0.4,0.49,0.31
elvishrayrenderer.csv,0.41,0.5,0.0,0.41,0.42,0.52,0.8,0.75,0.93,0.56,0.79,0.38,0.4,0.53,0.49,0.48
emisview.csv,0.75,0.0,0.69,0.73,0.57,0.48,0.88,0.92,0.66,0.0,0.68,0.55,0.8,0.88,0.6,0.0
findbugs.csv,0.39,0.33,0.53,0.69,0.51,0.81,0.42,0.44,0.44,0.59,0.43,0.95,0.65,0.4,0.54,0.34
hazelcast.csv,0.28,0.31,0.46,0.33,0.33,0.28,0.35,0.38,0.34,0.4,0.45,0.31,0.3,0.3,0.39,0.33
jitterbit.csv,0.33,0.36,0.65,0.51,0.39,0.43,0.63,0.88,0.61,0.9,0.44,0.58,0.44,0.45,0.43,0.44
jppf-project.csv,0.45,0.78,0.71,0.88,0.48,0.5,0.47,0.44,0.47,0.8,0.71,0.41,0.43,0.73,0.56,0.63
megasquirtavr.csv,0.34,0.39,0.7,0.46,0.41,0.3,0.42,0.48,0.62,0.52,0.42,0.36,0.33,0.45,0.45,0.42
stajistics.csv,0.39,0.57,0.0,0.41,0.35,0.31,0.82,0.63,0.63,0.55,0.53,0.34,0.32,0.49,0.44,0.5
trackit.csv,0.78,0.88,0.97,0.87,0.92,0.55,0.54,0.8,0.74,0.8,0.65,0.86,0.94,0.81,0.74,0.91
tweetsharp.csv,0.5,0.93,0.56,0.56,0.54,0.51,0.52,0.95,0.62,0.8,0.42,0.93,0.52,0.5,0.55,0.89
wxlua.csv,0.87,0.45,0.62,0.46,0.94,0.94,0.73,0.75,0.71,0.54,0.4,0.67,0.94,0.45,0.95,0.5
x4x.csv,0.46,0.4,0.54,0.5,0.55,0.41,0.48,0.49,0.48,0.63,0.48,0.48,0.47,0.4,0.73,0.36
xharbour.csv,0.35,0.37,0.56,0.47,0.4,0.35,0.45,0.49,0.45,0.64,0.43,0.55,0.34,0.4,0.47,0.39
