,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.94,0.74,0.97,0.53,0.75,0.48,0.81,0.93,0.78,0.87,0.51,0.63,0.74,0.55,0.8,0.75
betoffice.csv,0.63,0.93,0.75,0.89,1.02,0.87,0.97,0.64,0.9,0.88,0.88,0.89,0.92,0.96,0.87,0.71
bnetd.csv,0.92,1.0,0.92,0.66,0.85,0.62,0.76,1.0,0.67,0.67,0.33,1.0,0.87,0.87,0.93,0.84
elvishrayrenderer.csv,0.56,1.01,0.95,0.79,0.32,0.42,0.9,0.98,0.77,0.77,0.63,0.9,0.89,0.85,0.47,0.4
emisview.csv,0.88,1.0,0.66,0.65,0.61,0.44,0.83,0.85,0.51,1.0,0.72,0.88,0.81,0.87,0.59,0.97
findbugs.csv,1.02,0.5,0.99,0.71,0.95,0.9,0.91,0.87,0.81,0.81,0.77,0.79,0.5,0.57,1.01,0.78
hazelcast.csv,0.86,0.53,0.49,0.69,0.05,0.87,0.77,0.65,0.83,0.67,0.58,0.66,0.8,0.8,0.52,0.63
jitterbit.csv,1.0,0.68,0.71,0.57,0.71,0.73,0.69,0.92,0.37,0.83,0.92,0.66,0.55,0.6,0.73,0.57
jppf-project.csv,0.89,0.84,0.84,0.85,0.76,0.86,0.79,0.84,0.9,0.87,0.95,0.29,0.68,0.85,0.68,0.94
megasquirtavr.csv,1.0,1.0,0.43,0.9,1.0,1.0,0.92,0.86,0.6,0.88,1.0,0.76,0.96,0.76,0.88,0.83
stajistics.csv,0.48,0.79,1.0,0.98,0.32,0.98,0.88,0.72,0.77,0.76,0.77,1.01,0.85,0.9,0.37,0.57
trackit.csv,0.87,1.0,0.93,0.82,0.81,0.76,0.63,0.93,0.8,0.85,0.97,0.92,0.82,0.68,0.89,0.92
tweetsharp.csv,0.79,0.84,0.99,0.61,0.99,0.71,0.75,0.9,0.68,0.62,0.88,1.01,0.6,0.33,0.81,0.8
wxlua.csv,0.76,0.93,0.88,0.91,1.0,0.87,0.77,1.0,0.65,0.63,0.97,0.84,0.71,0.74,0.83,0.82
x4x.csv,0.42,1.0,0.58,0.84,0.82,0.81,0.9,0.82,0.79,0.61,0.52,0.73,0.78,0.65,0.77,0.76
xharbour.csv,1.01,0.24,0.74,0.58,0.42,0.75,0.74,0.77,0.71,0.68,0.92,0.86,0.76,0.76,0.75,0.73
