,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.27,0.43,0.45,0.7,0.19,0.58,1.0,0.53,0.7,0.44,0.33,0.84,0.24,0.52,0.4
bscwweasel.csv,0.01,0.0,0.18,0.9,0.24,0.0,0.0,0.0,0.17,0.11,0.0,0.03,0.18,0.06,0.0
capcode.csv,0.0,0.29,0.18,0.2,0.05,0.75,0.06,0.27,0.22,0.19,0.0,0.48,0.29,0.09,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.77,0.21,0.5,0.4,0.62,0.33,0.12,0.25,0.3,0.39,1.0,0.94,0.18,0.56,1.0
fluent-nhibernate.csv,0.06,0.0,0.18,0.1,0.05,0.17,0.06,0.13,0.04,0.08,0.0,0.03,0.94,0.11,0.0
lamp.csv,0.01,0.86,0.11,0.15,0.24,0.25,0.06,0.05,0.26,0.17,0.33,0.0,0.24,0.07,0.0
mecat.csv,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nodal.csv,0.01,0.36,0.25,0.15,0.38,0.42,0.07,0.13,0.91,0.5,0.33,0.06,0.41,0.19,0.4
pydev.csv,0.29,0.14,0.32,0.35,0.52,0.25,0.07,0.22,0.22,0.94,0.67,0.0,0.24,0.1,0.8
retromenu.csv,0.01,0.21,0.32,0.15,0.95,0.33,0.06,0.07,0.17,0.31,0.33,0.03,0.24,0.04,0.4
smbopensoft.csv,0.95,0.64,0.39,0.55,0.29,0.17,0.62,0.29,0.17,0.25,0.33,0.42,0.18,0.26,0.4
stuproa-cims.csv,1.0,0.93,0.91,0.75,1.0,0.75,0.87,0.98,0.83,0.89,1.0,0.65,0.88,0.87,1.0
thout.csv,0.16,0.57,0.95,0.4,0.38,0.58,0.48,0.4,0.3,0.28,0.67,0.32,0.47,0.21,1.0
uface.csv,1.0,0.79,0.91,0.95,0.9,0.75,0.86,0.71,0.87,0.83,1.0,0.87,0.94,0.99,0.6
