,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.98,1.0,0.93,0.76,0.98,0.0,1.0,1.0,1.0,1.0
freedom-erp.csv,0.01,0.06,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.01
jahshaka.csv,0.41,0.0,0.61,0.68,0.46,0.75,0.73,0.29,0.2,0.17
jmoney.csv,0.25,0.22,0.0,0.21,0.54,0.0,0.34,0.14,0.25,0.23
reaper3d.csv,0.06,0.0,0.51,0.32,0.11,0.75,0.0,0.0,0.0,0.0
sblim.csv,0.17,0.04,0.02,0.0,0.05,0.0,0.44,0.03,0.01,0.02
swtfox.csv,0.14,0.12,0.07,0.43,0.0,0.25,0.03,0.25,0.08,0.15
tart.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
