,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.98,1.0,0.93,1.05,1.0,0.0,1.0,1.0,1.0,1.0
freedom-erp.csv,1.0,0.82,1.0,1.0,1.0,0.73,0.01,1.0,1.0,1.0
jahshaka.csv,1.08,0.0,0.73,0.69,0.52,0.81,0.78,1.04,0.63,0.89
jmoney.csv,1.03,0.59,0.0,0.67,0.9,0.55,0.63,1.01,1.03,0.55
reaper3d.csv,1.0,1.0,0.87,0.59,0.71,1.1,1.0,1.0,1.0,0.12
sblim.csv,0.17,0.73,1.0,0.05,0.95,0.86,0.54,1.0,1.0,1.0
swtfox.csv,1.01,0.83,1.0,0.45,0.05,0.82,1.0,0.25,1.0,1.01
tart.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
