,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.97,1.0,1.0,0.0,0.98,1.0
jahshaka.csv,0.63,0.09,0.79,0.75,0.67,0.67
jam-daq.csv,0.65,0.67,0.84,0.43,0.55,0.04
jatlas.csv,0.84,1.0,1.0,1.03,0.0,0.86
jedit.csv,0.04,0.53,0.58,0.26,0.74,0.66
open-media-library.csv,0.74,0.75,0.03,0.78,0.48,0.62
