,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.13,0.0,0.0,1.0,0.09,0.0
jahshaka.csv,0.48,0.93,0.34,0.37,0.44,0.45
jam-daq.csv,0.45,0.4,0.28,0.62,0.61,0.97
jatlas.csv,0.23,0.0,0.0,0.02,1.0,0.19
jedit.csv,0.97,0.63,0.56,0.78,0.42,0.65
open-media-library.csv,0.6,0.31,0.98,0.52,0.74,0.64
